Word,Frequency
THE,97
PRESIDENT,116
THANK,38
MUCH,22
EVERYBODY,11
BEFORE,1
BEGIN,5
ID,3
LIKE,15
CONGRATULATE,5
INCREDIBLE,7
PEOPLE,44
WORKED,5
LONG,6
ENDLESS,1
WAR,6
AFGHANISTAN,12
19,4
YEARS,10
GOING,49
20,4
AND,99
HASNT,1
MOMENT,4
WEVE,23
SUCCESSFUL,2
NEGOTIATIONS,1
WE,41
THINK,35
THEYLL,3
END,6
SIDE,1
TIRED,2
THATS,23
PARTICULARLY,3
GRUESOME,1
ONE,21
I,116
GHANI,3
WANT,42
REMEMBER,2
GREAT,21
MEN,1
WOMEN,1
LOST,4
LIVES,6
PARENTS,1
WIVES,1
HUSBANDS,1
FAMILIES,1
BROTHERS,1
SISTERS,1
THESE,2
MANY,10
PERIOD,2
TIME,21
WOUNDED,2
WARRIORS,2
STILL,2
BEARING,1
PAIN,2
PROBLEMS,1
THEYVE,11
GO,36
THEYRE,13
SPIRIT,3
WALTER,1
REED,1
SEE,14
OFTEN,2
WANTED,9
BACK,14
DESPITE,3
WOUNDS,1
ALWAYS,5
SAID,21
GUESS,1
UNITED,17
STATES,18
SPENT,4
TERMS,6
BLOOD,1
TREASURE,1
TREASURY,1
MONEY,2
SIGNED,1
AGREEMENT,3
PUTS,1
US,17
POSITION,3
GET,22
DONE,20
BRING,8
VICINITY,2
8,5
000,5
TROOPS,7
NATIONS,7
INFORMED,2
EVERYTHING,5
NATO,2
SECRETARY,13
STOLTENBERG,2
FANTASTIC,4
HELP,5
GAVE,2
ALSO,15
TWENTY,1
NINE,1
COUNTRIES,10
INVOLVED,4
APPROVING,3
HAPPY,3
WHATS,7
STATE,22
POMPEO,1
DEFENSE,2
MARK,1
ESPER,1
ILL,7
MEETING,6
PERSONALLY,1
TALIBAN,13
LEADERS,3
DISTANT,2
FUTURE,4
WELL,45
HOPING,1
SAY,15
THEY,9
KILLING,3
TERRORISTS,6
BAD,4
KEEP,5
FIGHT,1
TREMENDOUS,5
SUCCESS,1
HOME,9
JOURNEY,3
PARTICULAR,7
ITS,7
HARD,7
WERE,14
LARGELY,1
LAW,1
ENFORCEMENT,1
GROUP,3
SOLDIERS,4
FIGHTERS,3
GREATEST,2
WORLD,13
AS,9
KNOW,16
DESTROYED,1
SYRIA,2
IRAQ,4
100,2
PERCENT,5
ISIS,3
CALIPHATE,1
HUNDRED,1
THOUSANDS,2
PRISONERS,1
KILLED,3
LIKEWISE,1
BUT,41
SOMEBODY,6
ELSE,2
WORK,10
THATLL,1
COULD,12
SURROUNDING,2
THERE,5
SURROUND,1
MILES,2
AWAY,5
SO,23
BRINGING,2
APPROXIMATELY,1
600,1
MAKE,7
FINAL,2
DECISION,9
POINT,2
FAIRLY,2
NEAR,1
SPIRITED,1
LOT,19
TALK,6
TRYING,2
REALLY,22
BELIEVE,2
WANTS,3
SOMETHING,11
SHOW,1
WASTING,1
IF,6
THINGS,6
HAPPEN,5
LET,13
FAST,1
FORCE,5
NOBODY,2
EVER,3
SEEN,3
DONT,13
NECESSARY,6
HOPE,7
TOPIC,2
BECOME,1
IMPORTANT,5
FIRST,11
AMOUNT,3
PROFESSIONALS,7
BEHIND,4
ROOMS,2
WATCHING,1
RIGHT,19
ROOM,2
WORKING,16
AROUND,6
CLOCK,2
CORONAVIRUS,20
TOUGH,2
PROGRESS,4
MADE,11
PROVIDE,1
UPDATE,1
CITIZENS,3
FRANKLY,4
ACTION,8
ADDRESS,3
HURT,1
BADLY,1
AT,3
22,4
PATIENTS,3
CURRENTLY,3
UNFORTUNATELY,2
PERSON,4
PASSED,2
OVERNIGHT,1
SHE,1
WONDERFUL,1
WOMAN,3
MEDICALLY,3
HIGH,2
RISK,17
PATIENT,4
LATE,2
FIFTIES,1
FOUR,4
OTHERS,4
THANKFULLY,1
15,2
EITHER,2
RECOVERED,3
FULLY,2
WAY,14
RECOVERY,1
CASES,23
ADDITIONAL,6
LIKELY,1
HEALTHY,4
INDIVIDUALS,4
ABLE,4
RECOVER,2
STATEMENT,1
SURETY,1
GOTTEN,6
FAMILIAR,1
PROBLEM,5
CONTRACT,2
VIRUS,15
YOURE,13
PROBABLY,6
PROCESS,5
YOULL,2
FINE,2
SINCE,3
EARLY,6
STAGES,1
FOREIGN,5
OUTBREAK,4
