Word,Frequency
DONALD,52
TRUMP,52
00,10
MANUFACTURING,7
BACK,6
USA,2
WEVE,16
WORKING,7
LONG,4
TIME,8
THIS,3
CORE,2
STRATEGY,1
PROTECT,2
PEOPLE,23
HORRIBLE,2
CHINA,8
VIRUS,8
IT,10
NEVER,6
HAPPENED,3
THEY,7
STOPPED,1
15,9
IN,5
DECADES,1
I,81
TOOK,8
OFFICE,1
FOREIGN,2
NATIONS,4
ALLOWED,1
FREELY,1
PLUNDER,1
FACTORIES,1
LOOT,1
INDUSTRIES,3
TAKE,9
BUSINESS,1
UNITED,8
STATES,8
MILLIONS,1
JOBS,6
VACUUMED,1
TAKEN,3
EASILY,1
OUR,2
POLITICIANS,1
LET,1
HAPPEN,7
COMMUNITIES,4
STRIPPED,1
SHIPPED,2
MANY,14
CASES,2
WORLD,10
COUNTRIES,5
41,4
NEARLY,2
FOUR,1
YEARS,5
AGO,6
LAUNCHED,1
BOLD,1
EFFORT,1
REVITALIZE,1
AMERICAN,8
ENACT,1
FAIR,1
TRADE,1
DEALS,2
BRING,2
HOME,1
BELONG,1
WHEN,4
LANDED,1
SHORES,1
BECAME,1
CLEARER,1
EVER,5
RESTORING,1
MATTER,1
NATIONAL,4
SECURITY,1
WE,20
MUST,1
RELIANT,1
NATION,2
AMERICAS,1
MEDICAL,6
NEEDS,3
INCLUDES,1
01,4
13,6
WANT,16
SAY,4
PFIZER,1
ANNOUNCED,2
LITTLE,4
THEYRE,9
COMBINING,1
PHASE,3
2,3
3,3
TRIALS,1
VACCINE,6
LOOKS,1
LIKE,10
REALLY,3
HEADING,2
RAPID,6
DIRECTION,3
POSITIVE,2
FIRST,4
THATS,18
MONTHS,2
AHEAD,7
TRIAL,1
THERES,2
ANYTHING,3
SO,15
FASTEST,1
TO,1
EXCITING,2
39,1
TODAY,5
IM,4
PROUD,1
ANNOUNCE,1
ONE,4
IMPORTANT,2
HISTORY,5
US,7
PHARMACEUTICAL,8
MY,1
ADMINISTRATION,7
REACHED,1
HISTORIC,1
AGREEMENT,3
GREAT,13
COMPANY,4
YOU,9
REMEMBER,6
ITS,22
CALLED,2
GOOD,14
OLD,2
CAMERA,1
AGE,3
DAYS,2
BEGIN,1
PRODUCING,1
CRITICAL,2
INGREDIENTS,4
KODAK,7
GOING,16
RIGHT,8
AMERICA,4
CONGRATULATE,1
THEYVE,3
HARD,5
02,3
12,4
MEMBERS,1
PRESENT,1
ROCHESTER,3
NEW,6
YORK,2
PLACE,4
TRYING,2
FINALIZE,1
GROUNDBREAKING,1
DEAL,10
ANNOUNCING,3
THANK,9
GOVERNOR,1
ANDREW,1
CUOMO,1
REPRESENTATIVES,3
WORKED,2
WELL,26
TOGETHER,2
BIG,7
35,2
90,1
PRESCRIPTIONS,1
WRITTEN,1
GENERIC,5
DRUGS,6
APPROVED,2
FAR,2
BRAND,1
NAMES,1
COST,3
MUCH,5
LESS,4
YET,2
10,6
ACTIVE,4
NEEDED,4
MAKE,10
CURRENTLY,1
MANUFACTURED,1
MORE,1
50,5
HOWEVER,1
MADE,4
INDIA,1
03,4
06,4
YOULL,2
SEEING,2
LOT,9
THINGS,8
HAPPENING,5
PACE,1
WITH,1
USING,4
DEFENSE,4
