Word,Frequency
DONALD,21
TRUMP,24
00,5
IN,11
THEREAFTER,1
NOT,1
OPERATION,2
WARP,2
SPEED,2
ACCELERATING,1
DEVELOPMENT,2
VACCINE,8
ALSO,5
DIRECTING,1
COLOSSAL,1
INDUSTRIAL,1
MOBILIZATION,1
ENSURE,1
RAPID,3
DELIVERY,1
NOTHINGS,1
HAPPENED,3
LIKE,6
SINCE,1
END,4
WORLD,10
WAR,1
II,1
INSTEAD,1
USUAL,1
SEQUENCE,1
TESTING,7
TRIALS,2
FOLLOWED,1
PRODUCTION,1
STRATEGY,1
CONDUCT,1
PHASES,1
SIMULTANEOUSLY,1
EVERYTHING,3
GOES,1
ONE,10
TIME,5
WERE,14
WAITING,3
ITS,8
GOING,17
WE,26
SYSTEM,1
I,52
THINK,26
UNPARALLELED,1
NEVER,5
DONE,13
SUSPECT,1
WORK,2
WELL,14
MASS,1
PRODUCING,1
PROMISING,1
CANDIDATES,1
ADVANCE,1
DAY,1
APPROVED,2
AVAILABLE,1
AMERICAN,1
PEOPLE,8
IMMEDIATELY,3
PROBABLY,4
LOT,8
THROUGHOUT,2
57,1
THE,7
SUFFERING,1
CHINA,7
VIRUS,9
ANOTHER,1
DIMENSION,1
FOCUS,2
THERAPEUTICS,4
TREAT,3
100,2
INCLUDING,3
REMDESIVIR,3
TREMENDOUS,8
IMPACT,1
YOU,5
SEE,4
MORTALITY,2
RATES,1
THINGS,6
STATISTICALLY,1
DEXAMETHAZONE,1
CONVALESCENT,1
PLASMA,1
ANTIBODY,2
TREATMENTS,2
NUMEROUS,1
RIGHT,10
STUDY,1
NEXT,6
COUPLE,2
WEEKS,4
MAY,2
ACTUALLY,2
POSITIVE,2
ANSWERS,4
ON,1
JULY,1
7TH,1
ANNOUNCED,2
450,1
MILLION,13
AGREEMENT,1
REGENERON,1
BEGIN,1
ADVANCED,1
MANUFACTURING,1
TREATMENT,1
CURRENTLY,1
LATE,2
STAGE,3
CLINICAL,1
DUE,2
MEDICAL,2
ADVANCES,1
WEVE,20
ALREADY,3
ACHIEVED,1
INCREASED,1
KNOWLEDGE,1
RATE,1
PATIENTS,3
AGE,1
18,2
85,2
LOWER,2
APRIL,2
01,2
59,1
25,2
EUROPE,2
WHOLE,1
MIDDLE,1
22,1
DEATHS,1
UNITED,3
STATES,11
ATTRIBUTABLE,1
AS,2
LAST,5
WEEK,5
NUMBER,4
DROPPED,2
7,3
TO,1
DECREASE,1
TURNAROUND,2
TIMES,5
FIRST,1
TWO,3
LABORATORIES,1
PROVIDE,1
POOLED,2
VERY,1
IMPORTANT,2
WORDS,1
SAMPLES,1
MULTIPLE,1
PROCESSED,1
TOGETHER,2
THEY,5
NOW,4
POOL,1
REDUCE,1
SUBSTANTIALLY,5
50,2
CENTERS,1
MEDICARE,1
MEDICAID,1
SERVICES,1
BEGAN,1
DISTRIBUTING,1
POINT,4
CARE,3
DIAGNOSTIC,1
TEST,1
INSTRUMENTS,2
NURSING,5
HOMES,5
FOCUSING,2
AREAS,2
GREATEST,4
NEED,6
ELDERLY,3
03,2
WHAT,2
SENT,2
INCLUDES,2
635,1
196,1
000,7
TESTS,5
AMOUNT,2
THATS,8
YOULL,2
GET,6
RESPONSE,1
ANSWER,2
FIVE,1
15,7
MINUTES,1
OVER,2
THREE,1
1,4
700,1
RECEIVE,2
ADDITIONAL,3
800,2
CONDUCTED,1
52,1
PUT,1
NOBODYS,3
EVEN,9
CLOSE,4
COUNTRIES,5
GO,5
EXAMPLE,2
INDIA,2
11,8
SHORTLY,1
55,1
4,1
BILLION,1
THROUGH,1
RELENTLESS,1
EFFORTS,1
COMPLETELY,1
REBUILT,2
STOCKPILE,1
PREVIOUS,1
ADMINISTRATION,2
DEPLETED,1
REFILL,1
CUPBOARDS,1
BARE,1
SAY,4
OFTEN,1
TOTAL,1
DISTRIBUTED,1
NEARLY,1
095,1
MASKS,6
35,3
SURGICAL,3
FACE,1
YIELDS,1
MUCH,8
04,1
13,3
ADDITION,2
VENTILATORS,1
DIFFICULT,2
THING,6
BUILDING,1
THOUSANDS,5
MONTH,1
DISTRIBUTE,1
COUNTRY,3
DESPERATE,1
TREMENDOUSLY,1
FEMA,1
PERSONNEL,2
PROTECTIVE,2
EQUIPMENT,1
643,1
PAIRS,2
EYEWEAR,1
34,1
GLOVES,2
6,1
GOWNS,2
WEEKEND,1
CASES,9
FLORIDA,3
TEXAS,5
ARIZONA,4
HELD,1
STEADY,1
HEADING,3
THEYRE,5
RAPIDLY,2
CONSTANT,2
COMMUNICATION,1
SURGING,2
RESOURCES,1
REQUESTED,1
LARGELY,1
NEEDED,1
ANYTHING,2
SEND,1
TOTALLY,1
FULL,1
05,1
DEAL,1
GOVERNORS,3
RELATIONSHIP,1
GOOD,7
THESE,1
WOODS,1
RIGOROUS,2
COMPLIANCE,1
GUIDELINES,1
ALLOW,1
TURN,1
CORNER,1
QUICKLY,3
WORKING,2
EVERY,3
GOVERNOR,3
HEALTH,1
COMMISSIONER,1
ACROSS,1
BRING,2
COMPLETE,1
INDIVIDUALIZED,1
ANALYSIS,1
STATE,4
TAILORED,1
RECOMMENDATION,1
DIFFERENT,4
MY,1
CLOSELY,1
MONITORING,1
CASELOAD,1
LATIN,2
AMERICA,3
REGION,1
ACTIVE,1
REPORTED,2
INFECTIONS,1
FAR,3
RELATIVE,1
SCARCITY,1
HOWEVER,1
REGIONS,1
LIKELY,1
DRAMATICALLY,1
UNDERCUT,1
COUNTED,1
TRUE,1
ENTIRE,1
REPORT,3
MOST,1
DOESNT,1
EITHER,1
DONT,4
THEREFORE,1
THOUGH,1
SICK,1
06,2
20,1
GIVEN,3
REALITY,1
SAID,2
AGGRESSIVELY,1
BORDER,2
WATCHED,1
CAREFULLY,1
HIGHLY,1
INFECTED,1
OUTSIDE,1
BORDERS,1
IVE,1
SPOKEN,1
ABBOTT,1
TERRIFIC,1
GENTLEMEN,1
3,3
300,1
FEDERAL,1
GROUND,1
EXTRA,2
HELP,1
DOCTORS,2
NURSES,1
FRONTLINE,1
SUPPLIED,1
2,2
5,4
GOGGLES,1
337,1
8,1
36,1
N95,1
RESPIRATORS,1
HALF,1
KN90,1
BEGINNING,1
HOSPITALS,1
500,1
PROVEN,1
EFFECTIVE,1
ENOUGH,1
200,1
CROSS,1
SPREAD,2
PANDEMIC,4
FUELED,1
YOUNGER,1
AMERICANS,6
GENERALLY,1
LITTLE,2
RISK,2
SERIOUSLY,1
HARMED,1
DISEASE,2
07,1
42,1
CONSCIOUS,1
ACTIONS,1
EXERCISE,1
EXTREME,1
VIGILANCE,1
TRUST,1
STRONGLY,2
ADVISE,1
EVERYONE,3
ESPECIALLY,5
MAINTAINING,2
SOCIAL,1
DISTANCE,1
HYGIENE,1
AVOID,1
LARGE,1
GATHERINGS,1
CROWDED,1
INDOOR,1
BARS,1
