Word,Frequency
DONALD,2
TRUMP,2
I,16
LEFT,2
WALTER,2
REED,2
MEDICAL,2
CENTER,1
REALLY,1
SOMETHING,1
SPECIAL,1
THE,1
DOCTORS,1
NURSES,1
FIRST,1
RESPONDERS,1
LEARNED,1
MUCH,3
CORONAVIRUS,1
ONE,1
THING,1
THATS,3
CERTAIN,1
DONT,7
LET,5
DOMINATE,3
AFRAID,1
YOURE,2
GOING,5
BEAT,2
WE,4
BEST,3
EQUIPMENT,1
MEDICINES,2
DEVELOPED,1
RECENTLY,2
WENT,1
DIDNT,1
FEEL,1
GOOD,1
AND,4
TWO,3
DAYS,3
AGO,4
COULD,1
FELT,1
GREAT,1
LIKE,1
BETTER,3
LONG,1
TIME,1
SAID,1
20,1
YEARS,1
TAKE,1
LIVES,2
HAPPEN,1
GREATEST,1
COUNTRY,1
WORLD,2
WERE,3
BACK,2
WORK,1
FRONT,2
AS,1
LEADER,2
KNEW,1
THERES,3
DANGER,2
STOOD,1
LED,1
NOBODY,1
WOULD,1
KNOW,2
RISK,1
BUT,2
OKAY,1
IM,2
MAYBE,1
IMMUNE,1
GET,1
BE,1
CAREFUL,1
THEYRE,2
HAPPENED,1
SHORTLY,1
GETTING,1
APPROVED,1
VACCINES,1
COMING,1
MOMENTARILY,1
THANK,2
GROUP,1
PEOPLE,1
