Word,Frequency
DONALD,49
TRUMP,51
00,7
HELLO,1
THANK,7
MUCH,6
LET,1
BEGIN,1
EXPRESSING,1
SADNESS,1
PASSING,1
WONDERFUL,2
MAN,1
DEAR,2
FRIEND,1
MINE,1
HERMAN,1
CAIN,1
HE,1
SPECIAL,1
PERSON,3
I,42
GOT,3
KNOW,13
WELL,30
UNFORTUNATELY,1
PASSED,1
AWAY,2
THING,8
CALLED,1
CHINA,6
VIRUS,12
AND,20
SEND,6
PRAYERS,1
HERMANS,1
GREAT,14
WIFE,1
GLORIA,1
FAMILY,3
SAY,9
AMERICA,6
GRIEVES,1
150,1
000,1
AMERICANS,7
LIVES,2
TAKEN,4
HORRIBLE,4
INVISIBLE,2
ENEMY,2
WE,40
MOURN,3
LOSS,3
12,3
02,4
NATION,1
PEOPLE,36
LOVE,4
ONE,19
ANOTHER,5
WORKING,2
HARD,2
CONTAIN,1
EVENT,1
PLAGUE,2
ITS,22
ALSO,7
COME,8
THERAPEUTICS,4
VACCINES,5
MAKING,1
LOT,12
STRIDES,2
ALL,1
WORLD,5
THEYRE,14
TREMENDOUS,7
PROBLEMS,3
RESURGENCE,5
PLACE,4
MANY,14
COUNTRIES,8
THOUGHT,4
37,3
DESPITE,3
WIDE,1
RANGE,1
APPROACHES,1
PANDEMIC,5
CASES,6
OCCURRING,1
THROUGHOUT,2
LARGE,1
PORTIONS,1
PLANET,1
JAPAN,2
AUSTRALIA,2
BELGIUM,1
SPAIN,1
FRANCE,1
GERMANY,1
HONG,1
KONG,1
PLACES,2
THEYVE,2
REALLY,5
DONE,10
CAME,5
BACK,7
COUPLE,1
STRONGLY,1
THE,23
SAID,4
CONTROL,2
NEW,8
RISEN,1
SIGNIFICANTLY,4
13,2
16,3
SO,8
THINK,13
SOMEBODY,2
SOMETIMES,1
HOLD,2
DECISION,1
YOU,12
STATEMENT,2
SINCE,2
BEGINNING,1
JUNE,1
DAILY,1
INCREASED,1
FACTOR,1
14,4
TIMES,4
ISRAEL,1
35,9
THATS,17
NEARLY,1
30,3
NAME,3
THESE,5
INCREDIBLY,1
LEADERSHIP,1
PRAISED,1
LATIN,2
LEADS,1
CONFIRMED,1
INFECTIONS,1
SCARCITY,2
TESTING,3
TRUE,3
NUMBERS,3
IDEA,2
MIGHT,1
ALMOST,4
ANYWHERE,1
EXCEPT,1
COUNTRY,16
THIS,12
DISEASE,7
HIGHLY,2
CONTAGIOUS,1
PRESENTS,1
UNIQUE,1
CHALLENGES,1
BORDER,1
STATES,7
MEANWHILE,1
LIKE,12
CALIFORNIA,3
WASHINGTON,5
STATE,4
MARYLAND,1
VIRGINIA,1
NEVADA,1
ILLINOIS,1
OREGON,5
OTHERS,1
BIG,7
HIT,3
GOVERNORS,3
EXTREMELY,1
POPULAR,2
ANYMORE,1
THEY,13
HELD,3
MODELS,2
FOLLOW,3
IM,11
EVEN,7
SAYING,5
FAULT,10
PROBABLY,7
WAY,8
INFECTIOUS,2
41,5
DISEASES,1
ANYBODY,3
EVER,8
SEEN,6
NOT,1
1917,1
HUNDRED,1
YEARS,11
AGO,4
ANYONE,1
ANYTHING,5
WITNESSING,1
BUT,22
SUBSTANTIALLY,2
REBOUND,1
IMMUNE,6
NO,5
15,2
07,2
FACTS,1
ILLUSTRATE,1
IMPOSING,1
DETERMINANT,2
BLANKET,1
SHUTDOWN,4
ACHIEVE,1
TEMPORARY,2
REDUCTION,1
CERTAINLY,2
VIABLE,1
LONGTERM,1
STRATEGY,3
STARTING,3
UNDERSTAND,3
UNDERSTOOD,1
DIDNT,8
NOBODY,3
SAW,3
PRIMARY,1
PURPOSE,1
FLATTEN,1
CURVE,1
ENSURE,3
SUFFICIENT,1
HOSPITAL,1
CAPACITY,1
DEVELOP,1
EFFECTIVE,2
TREATMENTS,3
THERAPIES,2
REDUCE,2
MORTALITY,2
WEVE,11
REARING,1
LEAST,1
SUSPECT,1
59,1
RIGHT,9
INITIALLY,1
SAVED,4
MILLIONS,9
DID,1
PERMANENT,1
WOULD,4
LONGER,1
ANSWER,1
A,1
SMALL,2
CERTAIN,4
AREAS,1
DONT,16
WANT,29
SHUTDOWNS,1
HELPFUL,1
LONG,3
PERIODS,2
TIME,4
25,4
DEALING,2
COMPLEX,1
SITUATION,1
HEAVEN,1
ADVANCED,2
TERMS,2
39,7
DEAL,3
TREAT,1
TARGETS,1
HALF,4
DEATHS,3
LESS,3
1,4
POPULATION,2
NUMBER,2
LIVING,2
NURSING,1
HOMES,2
ASSISTED,1
FACILITIES,1
AVERAGE,2
AGE,7
DIE,1
ILLNESS,1
78,1
ANNOUNCED,2
STRONG,5
MEASURES,1
PROTECT,6
VULNERABLE,1
SCIENTIFIC,1
PATH,1
FORWARD,2
HIGHEST,2
RISK,6
ALLOWING,1
LOWER,5
CAREFULLY,1
RETURN,1
WORK,7
SCHOOL,7
APPROPRIATE,1
PRECAUTIONS,1
17,1
URGING,1
AMERICAN,5
FRIENDS,1
WHOS,1
ELDERLY,5
ESPECIALLY,1
HEART,1
ILLNESSES,1
DIABETES,1
BAD,1
DISCUSSING,1
SOCIALLY,2
DISTANCE,2
WEAR,1
MASK,1
CANNOT,1
PRACTICE,1
VIGOROUS,1
HYGIENE,1
EVERYONE,3
HEALTHY,1
YOUNG,4
TAKING,1
EXTRAORDINARY,2
CARE,2
AVOID,1
INFECTING,1
TERRIBLE,2
CHRONIC,1
HEALTH,1
ISSUES,1
PROTECTED,1
18,9
19,3
IN,1
CURRENT,1
HOTSPOTS,1
ACROSS,1
SUNBELT,1
DATA,1
SHOWING,1
ENCOURAGING,2
SIGNS,1
ARIZONA,1
PARTICULAR,1
CROSSED,1
IMPORTANT,2
THRESHOLD,1
FOR,3
EVERY,1
SEEING,3
ADDITIONAL,4
INFECTED,2
COMING,5
FLORIDA,2
ARIZONAS,1
LEADING,1
TEXAS,4
YESTERDAY,3
BELIEVE,2
NEED,6
DAYS,2
FIGURE,1
LOOKS,2
56,1
EARLIER,2
TODAY,6
VISITED,1
RED,1
CROSS,1
HEADQUARTERS,1
DISCUSS,1
PLASMA,5
THERAPY,1
LOOKING,5
EXPERIENCE,1
POTENTIALLY,2
LIFE,1
SAVING,1
INFUSE,1
SICK,1
PATIENTS,2
POWERFUL,3
ANTIBODIES,1
DONATED,1
RECOVERED,3
SUCCESSFULLY,2
MORE,1
2,2
MILLION,6
ASKING,5
VISIT,1
CORONAVIRUS,3
GOV,2
VOLUNTEER,1
DONATE,1
SOMETHING,2
48,2
PROMISING,1
ADMINISTRATION,5
ACCELERATING,1
SECURED,1
90,1
WORLDS,3
SUPPLY,1
REMDESIVIR,1
TERRIFIC,1
ANTIVIRAL,1
DRUG,1
EFFECTIVELY,1
BLOCK,1
REPLICATION,1
APPROVED,3
USE,1
WIDELY,1
AVAILABLE,1
STEROID,1
SUCCESSFUL,2
DEXAMETHASONE,1
SHOWN,1
SUCCESS,1
STAGES,1
20,1
22,2
ON,2
JULY,1
17TH,1
450,1
AGREEMENT,3
REGENERON,2
BUILD,2
MANUFACTURING,1
PLANTS,1
HUNDREDS,4
THOUSANDS,5
DOSES,1
ANTIBODY,1
TREATMENT,2
CURRENTLY,1
LATE,1
STAGE,1
CLINICAL,1
TRIALS,1
MOVING,1
ALONG,1
RAPIDLY,1
AS,2
RESULT,4
SIGNIFICANT,1
RATE,2
85,2
APRIL,2
SHORT,2
PERIOD,1
JUST,1
21,2
04,1
NOW,1
PROVIDE,2
UPDATE,1
EFFORTS,1
ECONOMIC,6
COMEBACK,2
INCLUDING,1
NEGOTIATIONS,1
CAPITOL,1
HILL,1
