Word,Frequency
THE,38
PRESIDENT,41
WELL,17
THANK,31
MUCH,10
FIRST,6
ID,4
LIKE,10
CONGRATULATE,1
ARMY,3
CORPS,2
ENGINEERS,1
FEMA,6
EVERYBODY,2
ELSE,1
FEDERAL,2
GOVERNMENT,6
WORKING,16
STATE,2
INCREDIBLE,4
JOB,13
BUILDING,1
HOSPITAL,6
NEW,8
YORK,5
JAVITS,1
CENTER,2
TWO,3
THOUSAND,3
NINE,1
HUNDRED,3
BEDS,1
THEY,9
BUILT,2
AHEAD,3
SCHEDULE,2
FOUR,4
DAYS,7
AND,44
MOBILE,2
HOSPITALS,10
COMPLEX,1
GOOD,11
HIGHEST,1
LEVEL,2
I,50
WANT,11
PARTICULAR,1
GENERAL,5
SEMONITE,2
MANY,6
KNOW,26
ADMIRAL,15
POLOWCZYK,7
WHOS,3
RIGHT,8
HES,9
US,11
THATS,21
FANTASTIC,8
YOURE,12
GENERALLY,1
UNBELIEVABLE,1
SO,18
REALLY,14
APPRECIATE,9
IM,7
GOING,20
SAY,6
COUPLE,2
WORDS,2
MINUTE,1
BUT,10
WHOLE,2
MILITARY,1
WAY,4
THEYVE,5
STEPPED,2
GREAT,14
2,2
900,1
BEDROOM,1
WERE,21
ALSO,7
SOMETHING,5
JERSEY,2
LOUISIANA,2
ACTUALLY,2
OCCUPYING,1
50,3
STATES,2
SOME,1
NEED,11
LITTLE,3
WORK,10
LOT,9
ANYBODY,2
WOULD,5
EVER,2
DREAMED,1
NOBODY,3
COULD,4
IMAGINED,1
THING,6
TRAGEDY,1
HAPPENED,1
INVISIBLE,2
ENEMY,2
WE,18
OPEN,2
THEYLL,1
OPENING,1
TOMORROW,1
WANTED,2
TONIGHT,1
GO,8
BED,2
PROBABLY,3
WONT,3
BOTHER,1
THEYRE,16
SLEEPING,1
BUILD,2
ADDITIONAL,2
GET,20
THREE,4
TOP,1
LINE,3
FACILITIES,1
WHEN,1
LOOK,5
TODAY,4
GLAD,1
JOINED,1
LEADERS,2
AMERICAS,1
MEDICAL,10
SUPPLY,9
SHIPPING,2
COMPANIES,5
BIG,5
PEOPLE,16
NAMES,2
WATCHING,1
BUSINESS,3
STUDYING,1
LIFE,2
WAGING,1
WAR,2
GRATEFUL,1
TREMENDOUS,7
PARTNERSHIP,3
YOUVE,3
DONE,6
FAR,3
GEARED,1
FACT,2
AMAZING,3
WORKERS,6
TRUCKERS,1
DELIVERING,1
RECORD,3
AMOUNTS,4
LIFESAVING,1
EQUIPMENT,8
WEVE,10
SET,2
EVERY,2
ANYTHING,3
PERHAPS,1
WARTIME,1
MY,2
ADMINISTRATION,9
MOBILIZED,1
ENTIRE,2
NATION,1
VANQUISH,1
VIRUS,2
ACROSS,3
PRIVATE,2
SECTORS,1
HEROIC,1
DOCTORS,1
NURSES,1
HEALTHCARE,6
SUPPLIES,5
GETTING,5
PROBLEM,3
HOARDING,6
FRANKLY,1
INDIVIDUAL,1
CHAINS,2
INCLUDING,1
VENTILATORS,11
RELEASE,5
ESPECIALLY,1
NEVER,2
USE,4
YOU,4
DIFFERENT,3
GROCERY,1
STORES,1
CERTAIN,3
PRODUCTS,6
SPOKE,6
DONT,5
MENTION,1
ALONG,4
WOULDNT,1
UNDERSTAND,1
LOSE,1
CASE,1
AREAS,1
CASES,3
EVEN,3
SECTOR,1
ITS,9
BEAUTIFUL,1
WATCH,1
UNFORTUNATELY,1
END,1
RESULT,1
GROUP,8
FIGHTING,1
HUNDREDS,1
BILLIONS,1
TRILLIONS,1
GERMS,1
WHATEVER,1
CALL,2
BAD,2
NEWS,4
THIS,5
MOVES,1
QUICKLY,1
SPREADS,1
EASILY,1
ANYONE,1
SEEN,3
HHS,4
SHIPPED,5
DELIVERED,2
11,1
6,1
MILLION,7
N95,1
RESPIRATORS,2
26,1
SURGICAL,2
MASKS,14
52,1
FACE,3
SHIELDS,2
43,1
GOWNS,2
22,1
GLOVES,2
8,1
100,4
LAST,3
SHORT,1
PERIOD,1
ONES,1
CITY,1
MAYOR,1
GRABBING,1
WHETHER,1
ACT,4
THREAT,1
YESTERDAY,2
VISITED,1
NAVAL,1
STATION,1
NORFOLK,1
SEE,1
USNS,2
COMFORT,2
ARRIVE,1
MONDAY,3
EXCITING,1
THINK,10
GOVERNOR,4
MEET,1
GREET,1
STOCKED,1
GOODS,1
SORTS,1
GOT,2
USING,3
COVID,5
ROOM,3
MADE,2
PATIENTS,3
19,2
UNOCCUPY,1
LAND,1
FILLED,1
AS,3
MERCY,2
LOS,1
ANGELES,1
TERRIFIC,2
GAVIN,1
NEWSOM,1
NICE,1
TOGETHER,4
VERY,2
IMPORTANT,1
ARRIVED,1
ARRIVING,1
HOPEFULLY,2
GREETED,1
FANFARE,1
WEEKS,2
FORMED,1
HISTORIC,1
BRING,6
MASSIVE,2
COUNTRIES,8
UNITED,1
MORNING,1
PROJECT,1
AIRBRIDGE,2
NAME,1
FLIGHT,1
LANDED,1
JFK,1
CONTAINS,1
NEARLY,2
10,4
70,1
000,7
THERMOMETERS,1
FLIGHTS,3
TOTAL,1
51,3
INCREASE,2
SUBSTANTIALLY,1
MOMENT,1
LOOKS,1
PLANES,1
BRINGING,3
COUNTRY,5
INTER,1
THINGS,7
OUTSIDE,2
IN,3
NEXT,3
AMERICA,4
MAKE,9
ACQUIRE,1
TIMES,2
NORMALLY,2
YEAR,1
DEPENDING,1
HAPPENS,1
DEFENSE,2
PRODUCTION,2
THREATENING,1
RESPONSIBLE,1
MOTORS,3
CALLED,1
DEEDS,1
SEEM,1
HARD,1
REPORTS,1
CARRYING,1
CONTRACTS,1
STARTED,2
ALREADY,1
OPENED,1
PLANT,1
BOEING,1
FORD,1
HONEYWELL,1
HANES,1
OTHERS,2
REPURPOSING,1
FACTORIES,1
PRODUCE,1
PROTECTIVE,1
PLUS,1
MIKE,6
PILLOW,1
MAN,1
LAUGHTER,3
HE,1
CLOSED,1
ONE,9
BUILDINGS,1
TESTING,4
DAY,6
WORLD,2
REASON,2
FINDING,2
FAKE,1
GOES,1
SAYS,1
1,1
5,1
BILLION,1
TESTED,1
ITD,1
STORY,1
FINE,1
NUMBERS,1
TEST,3
COMING,1
TUESDAY,1
COMPANY,3
CAME,1
IDEA,1
LET,3
SOMEBODY,1
TALK,2
SECOND,1
YOULL,1
ABLE,2
ALMOST,2
INSTANTANEOUS,1
RESULTS,1
INSTEAD,1
WAITING,1
LABS,1
FORWARD,2
HEARING,2
DIRECTLY,3
EXPERIENCING,1
CAUSING,1
PROBLEMS,2
EXCESS,1
GIVE,1
ITALY,1
FRANCE,1
SPAIN,1
ANGELA,1
MERKEL,1
SAD,1
151,1
A,1
FIFTY,1
THOUGHT,1
POSSIBLE,1
START,1
TELL,2
BIT,1
WHATS,1
HAPPENING,1
AROUND,1
EXECUTIVES,1
OKAY,6
REAR,6
YES,4
SIR,5
MR,26
ALLOWING,1
ON,1
CHAIN,7
TASK,2
FORCE,2
GAVE,1
METRIC,1
LINES,1
EFFORT,2
FIGURE,1
PRESERVE,1
LONGER,1
ACCELERATE,2
FIND,2
STUFF,2
WAYS,2
HELPING,3
BETTER,2
ALLOCATION,1
DECISIONS,1
GIVING,1
DATA,1
MARRYING,1
NEEDS,2
INDUSTRY,4
KEY,3
WORKED,2
EXPERTS,2
HEARD,1
ASK,4
PRODUCT,2
SOURCING,1
FASTER,2
AIR,2
BRIDGE,2
DESIGNED,1
BEAT,1
37,1
TAKES,1
PART,3
COLLABORATIVE,1
RELATIONSHIP,1
ROWING,1
IS,1
KAUFMANN,6
IF,2
REDUCE,1
RANK,1
NOTCH,1
GINA,2
ADAMS,4
FEDEX,2
PLEASE,8
MS,7
HOW,3
BEHALF,2
475,1
EMPLOYEES,2
PROUD,3
KEEP,1
BEGINNING,1
DEFINITELY,1
HELP,3
HELLO,1
FRED,1
ABSOLUTELY,2
CARDINAL,2
HEALTH,1
BIGGEST,4
CERTAINLY,1
WHERE,1
STAND,1
YEAH,4
SIDE,2
PHARMACEUTICAL,2
SURE,5
THANKS,2
LEADERSHIP,2
BECAUSE,4
FOLKS,1
INCREDIBLY,1
CDC,1
IMPROVED,1
IMMENSELY,1
SEVERAL,1
IDENTIFYING,1
HOTSPOTS,1
SHOWS,1
EFFORTS,1
COORDINATION,2
ALWAYS,2
THERES,5
BUMPS,1
ROAD,1
THEGOOD,1
CALLS,1
SINGLE,1
SOMETIMES,1
MULTIPLE,1
SIT,1
SOLVE,1
MOVE,1
LANE,5
LAURA,1
UPS,1
DIDNT,1
ANOTHER,1
BRANCH,1
SERVICE,1
BROWN,1
READY,2
DELIVER,1
EVERYWHERE,1
YEP,1
TERMS,2
SUPPORT,1
PERCENT,2
CARGO,1
LOADED,1
ASIA,1
DISTRIBUTED,1
PLACES,1
NEEDED,2
PARTNERS,2
MCKESSON,2
HENRY,2
SCHEIN,2
COULDNT,1
BRADFORD,2
CONNETT,4
HONORED,1
REPEAT,1
COLLECTIVELY,1
PPE,2
DISTRIBUTION,1
FOCUS,1
KIND,1
WALLS,1
FRONTLINE,2
CARE,3
PROVIDERS,2
TAKING,1
SPREAD,1
STOPPING,1
BUYING,1
INITIATIVE,1
TOUCHED,1
NEAR,1
DEAR,1
HEARTS,1
BROUGHT,2
ANNOUNCED,1
FRIDAY,1
MARKET,1
RAPID,2
IT,2
DOESNT,2
REQUIRE,2
MACHINE,1
MOLECULAR,1
TESTS,1
CATCH,1
BACK,3
CLOSELY,2
INAUDIBLE,1
AMERICANS,1
BRIAN,1
TYLER,3
IVE,1
SPENT,1
CAREER,1
RARE,1
FRONT,2
USUALLY,1
BEHIND,1
SCENES,1
UTILITY,1
MAKING,1
WORKS,1
ISSUES,1
RECENTLY,1
PER,1
SE,1
LOVE,2
COMPLIMENT,1
TEAMS,1
ENERGY,1
COMMUNICATION,1
FACILITATION,1
WILLINGNESS,1
LISTEN,1
SPEAK,1
ASSOCIATES,1
REPRESENTED,1
PARTICULARLY,1
WAREHOUSE,1
TRANSPORTATION,1
DRIVERS,1
CAREGIVERS,1
SPEND,1
TIME,2
THINKING,1
WILLING,1
COLLECTIVE,1
RESOURCES,1
ADDRESS,1
TEAM,1
EARLY,2
SUCCESSES,1
ED,1
PESICKA,4
EVERYTHING,1
CONTINUING,1
ENABLED,2
ORGANIZ,1
ADDITION,2
CONTINUE,1
LEVERAGE,1
MANUFACTURING,2
CAPABILITIES,1
SPECIFICALLY,1
LEXINGTON,1
NORTH,1
CAROLINA,1
ASSISTING,1
GONE,1
PROCESS,3
FDA,3
APPROVAL,5
APPROVALS,1
FAST,1
MEAN,1
BARRIERS,1
ELIMINATED,1
SIGNIFICANT,1
WHAT,1
STERILIZATION,5
HAPPEN,1
ASPECT,1
FACILITY,1
EXTEND,1
MASK,2
SELL,1
PRESERVATION,1
WHITE,1
HOUSE,1
WEEK,1
FIVE,1
OHIO,2
SAID,2
EIGHT,1
80,2
ASSUMING,1
IMMEDIATELY,1
THAT,1
MACHINERY,1
STERILIZE,2
CANT,1
SOUNDS,1
HEAD,1
STEVE,1
HAHN,2
DR,1
PUSH,1
GAME,1
CHANGER,1
WROTE,1
KNOCK,1
BARRIER,1
APPROVED,2
THEYD,1
THATD,1
MILLS,5
REPROCESSING,1
TRIPLE,1
MONTHS,1
CAPACITY,2
DISTRIBUTE,1
HAND,1
SANITIZER,1
RELATED,1
DROPS,1
PICK,1
TAKE,1
SLACK,1
CHARLES,1
SENSE,2
SOPHISTICATED,1
CLOTH,2
WHY,1
ARENT,1
REUSING,1
REUSE,1
SEEMS,1
BELIEVE,1
MEDIA,1
Q,2
SIGNED,1
EXECUTIVE,1
ORDER,1
REGARDING,1
HOARD,1
