Word,Frequency
THE,52
PRESIDENT,76
THANK,17
MUCH,15
EVERYBODY,3
ID,4
LIKE,26
BEGIN,4
SAYING,8
COMPLETED,4
MEETING,2
SECRETARY,10
TREASURY,5
STEVE,1
MNUCHIN,2
TRANSPORTATION,1
ELAINE,1
CHAO,1
PROPOSALS,1
REGARDING,1
AIRLINES,6
AIRLINE,2
BUSINESS,8
AND,115
WORKING,24
CLOSELY,2
LOT,28
DIFFERENT,9
PEOPLE,58
WELL,63
PROBABLY,7
PUTTING,3
PROPOSAL,1
GIVING,2
DETAILS,2
POWERFUL,1
WEEKEND,4
ITS,19
MOVING,3
ALONG,2
QUICKLY,3
HIT,4
HARD,2
KNOWS,3
GOING,59
POSITION,1
HELP,5
KEEP,12
EMPLOYEES,7
SAVE,6
BUSINESSES,14
THATLL,4
TAKING,3
PLACE,4
I,129
THINK,50
SAY,13
WE,43
MAY,7
EVEN,12
DISCUSSIONS,1
ACCEPTABLE,2
PACKAGE,3
BIG,7
ITLL,4
GOOD,29
COUNTRY,41
LIKEWISE,1
SPOKE,8
RUSSIA,2
VLADIMIR,1
PUTIN,2
KING,3
SAUDI,2
ARABIA,2
SALMAN,1
TALK,5
OIL,14
PRODUCTION,6
OPEC,4
MAKING,9
INDUSTRY,4
BETTER,3
RIGHT,15
NUMBERS,11
LOW,5
THERELL,2
LAYOFFS,2
WORLD,6
CERTAINLY,4
DONT,21
WANT,31
HAPPEN,7
BUILT,1
GREAT,17
ENERGY,8
UNITED,6
STATES,37
SO,39
TENS,2
THOUSANDS,3
JOBS,5
SEE,35
HAPPENS,5
BUT,50
KNOW,30
MET,4
TODAY,26
WOULD,16
THEYRE,30
GETTING,5
CLOSE,5
DEAL,14
SOON,6
FIND,2
CONVERSATION,4
BUSY,1
HOUR,1
HALF,5
LET,8
EXPRESSING,2
SINCERE,1
GRATITUDE,2
AMERICAN,20
MILLIONS,8
AMERICANS,16
PROFOUND,1
DIFFICULT,5
SACRIFICES,2
LIVES,5
COUNTLESS,1
OTHERS,4
THATS,29
EXACTLY,1
YOU,8
WHATS,10
HAPPENING,7
STAND,1
HOPEFULLY,4
OPENING,5
CALL,15
HOPE,5
TOGETHER,11
WRITING,1
ONE,25
NOBLE,1
CHAPTERS,1
PROUD,2
HISTORY,1
NATION,4
ALSO,32
ENCOURAGED,2
LEARN,1
BORIS,1
JOHNSON,1
PRIME,1
MINISTER,1
MOVED,1
INTENSIVE,1
CARE,3
TREMENDOUS,5
STATEMENT,2
CONTINUE,21
PRAY,1
FAST,1
RECOVERY,1
POSITIVE,10
DEVELOPMENT,2
AS,7
NEW,43
YORK,17
METROPOLITAN,1
AREA,6
CONTINUES,4
BATTLE,1
OUTBREAK,3
FULL,6
POWER,3
FEDERAL,10
GOVERNMENT,6
SUPPORT,9
JAVITS,4
CENTER,4
FULLY,3
CONVERTED,1
3,5
000,23
BED,1
HOSPITAL,7
THELARGEST,1
ANYWHERE,7
INCREDIBLE,4
PROFESSIONALS,2
CORPS,2
ENGINEERS,2
THEYVE,4
DONE,5
FANTASTIC,2
JOB,3
BUILDING,2
NATIONWIDE,3
21,2
TEMPORARY,4
HOSPITALS,12
FACILITIES,3
ADDING,1
17,4
BEDS,2
WITHIN,4
SHORT,2
PERIOD,3
TIME,17
ARMY,1
FEMA,6
OUR,5
SWEEPING,1
AIRLIFT,1
OPERATION,2
DOCTORS,8
NURSES,1
SUPPLIED,1
PROTECTIVE,3
EQUIPMENT,4
PROJECT,3
AIRBRIDGE,1
EXPAND,1
24,3
FLIGHTS,4
ALREADY,5
49,1
ADDITIONAL,3
SCHEDULED,3
NEAR,6
FUTURE,9
SUCCESSFUL,4
GEAR,1
OUTFITS,1
HANDED,1
ARRIVE,2
DIRECTLY,1
POINT,4
MEDICAL,10
SYSTEM,10
PERFORM,1
BEYOND,1
HIGHEST,1
EXPECTATIONS,1
REMINDING,1
US,17
BLESSED,1
ADVANCED,1
HEALTHCARE,13
SKILLED,1
WORKERS,32
PLANET,1
OTHER,3
COUNTRIES,8
LOOKING,6
TESTING,40
BECOME,1
FAR,3
AWAY,1
SOPHISTICATED,2
BEST,4
HEROES,1
FRONTLINES,2
FIGHT,2
WERE,20
TOP,3
HILL,2
PRETTY,3
