Word,Frequency
THE,108
PRESIDENT,144
THANK,43
MUCH,32
GREAT,57
AND,197
MY,5
ADMINISTRATION,12
TAKING,14
NEW,55
ACTION,5
ENSURE,4
AMERICA,9
MEDICAL,14
RESOURCES,4
EQUIPMENT,12
NEEDED,3
FIGHT,2
GLOBAL,5
PANDEMIC,8
ITS,45
BRUTAL,1
150,1
COUNTRIES,23
WORLD,31
WEVE,50
SUCCESS,1
LAST,15
MONTH,6
KNOW,91
MILLIONS,8
PIECES,1
DELIVERED,6
SUCCESSFULLY,2
US,32
PURCHASED,1
MADE,5
AVAILABLE,6
STATES,40
GOVERNORS,26
GRACIOUS,1
PART,5
I,289
WOULD,32
SAY,32
THERE,9
COUPLE,9
ARENT,5
APPRECIATIVE,11
INCREDIBLE,28
JOB,34
THEY,34
BETTER,11
THATS,51
PROBLEM,9
BUT,87
GENERALLY,2
SPEAKING,6
TELL,32
SPOKE,7
GOVERNOR,21
JERSEY,6
MURPHY,3
HES,29
THANKFUL,1
CUOMO,6
NICE,5
THEYVE,17
REALLY,45
APPRECIATED,3
THINK,69
FEDERAL,14
GOVERNMENT,14
DONE,42
YOU,41
LOOK,20
HOSPITALS,17
BUILT,5
COUNTRY,46
ARMY,10
CORPS,10
ENGINEERS,8
FEMA,11
NOBODY,13
SEEN,12
THEYLL,9
BUILD,4
TWO,15
THREE,10
DAYS,17
PORTABLE,3
THIS,18
AFTERNOON,4
INVOKED,2
DEFENSE,7
PRODUCTION,6
ACT,8
COMPEL,1
GENERAL,9
MOTORS,9
ACCEPT,1
PERFORM,1
PRIORITIZE,1
CONTRACTS,2
VENTILATORS,39
BIG,12
DEAL,7
THOUSANDS,20
OFTENTIMES,1
DONT,45
NEED,45
MANY,39
TURNING,2
PRODUCE,3
LARGE,7
NUMBERS,5
ABLE,23
GOING,102
LOT,49
INVOCATION,1
DPA,3
DEMONSTRATE,1
CLEARLY,1
HESITATE,1
USE,10
FULL,7
AUTHORITY,3
COMBAT,1
CRISIS,2
WE,102
THOUGHT,5
EXAMPLE,8
GUESS,14
OTHERWISE,2
DIDNT,17
AGREE,3
MIGHT,4
PULL,2
LET,11
WAY,18
FELT,2
CANT,13
WELL,85
WORK,19
PARTNERSHIP,6
PRIVATE,7
SECTOR,5
EMERGENCY,9
EXISTS,1
IMPORTANT,20
GET,53
BOTTOM,1
LINE,2
QUICKLY,12
IMMEDIATELY,8
EXERCISE,1
LAWFUL,1
AUTHORITIES,4
ALSO,40
SIGNED,12
EXECUTIVE,2
ORDER,9
INVESTING,2
STRONGLY,3
DEPARTMENT,5
HEALTH,12
HUMAN,2
SERVICES,4
HOMELAND,3
SECURITY,4
RESPOND,2
OUTBREAK,4
TERRIBLE,2
VIRUS,12
INVISIBLE,5
ENEMY,5
ESTABLISHES,2
PETER,14
NAVARRO,5
TRUSTED,1
PERSON,8
WHITE,2
HOUSE,4
TERMS,6
NEGOTIATION,1
UNDERSTANDING,1
ECONOMICALLY,1
SERVE,5
NATIONAL,7
POLICY,1
COORDINATOR,1
POSITION,6
PROBABLY,9
ALMOST,3
EVER,13
WANT,74
CONGRATULATE,1
FAMILY,4
FANTASTIC,5
WEEKS,10
PHD,1
ECONOMICS,1
HARVARD,4
MASTER,1
PUBLIC,3
KENNEDY,1
SCHOOL,18
TREMENDOUS,7
GUY,5
ID,3
LIKE,39
MAYBE,15
ASK,12
CONTINUE,19
WORDS,6
PLEASE,15
MR,33
COURSE,3
JOKE,1
MAN,2
RIGHT,35
SO,70
ANYWAY,3
SERIOUS,2
NOTE,1
GIVE,13
LITTLE,7
IDEA,6
ENGAGED,1
SIGNIFICANT,3
INDUSTRIAL,2
MOBILIZATION,3
SINCE,5
WAR,7
WARTIME,1
FIGHTING,2
FORCE,10
COUPLED,1
POWER,2
ENTERPRISE,1
BEARING,1
AMERICAN,21
PEOPLE,87
SIR,6
WHAT,16
TODAY,26
TRUMPS,1
RESPECT,3
BACKGROUND,1
MAKE,30
ADEQUATE,1
PARTICULARLY,5
SHORT,5
RUN,1
HELP,29
YORK,38
DETROIT,2
ORLEANS,3
CHICAGO,1
DENVER,1
SEATTLE,1
AROUND,17
BEARS,1
THING,28
PATIENTS,6
BECOME,4
SERIOUSLY,2
ILL,13
THEYRE,53
LITERALLY,5
LIFELINE,2
IVE,17
PERSONALLY,1
WORKING,27
HHS,2
10,7
VENTILATOR,6
COMPANIES,14
MAKING,10
SURE,16
POSSIBLE,10
VIRTUALLY,2
EVERY,18
ONE,35
COOPERATIVE,1
PATRIOTIC,1
MOVING,4
TRUMP,8
TIME,40
SOON,9
GM,3
VENTEC,2
ON,4
HAND,2
FORD,1
GE,2
FORWARD,5
SIMILAR,1
KIND,6
PROJECT,2
PATRIOTICALLY,1
FAST,4
OVER,3
SEVERAL,3
RAN,1
ROADBLOCKS,1
CANNOT,2
AFFORD,1
LOSE,2
SINGLE,2
DAY,14
NEXT,13
30,3
60,2
ENHANCING,1
ACCELERATING,1
SALUTE,2
EASIER,1
FOR,3
COOPERATION,1
GOOD,31
LUCK,1
MARSHALLING,1
ECONOMIC,4
SCIENTIFIC,1
MILITARY,2
VANQUISH,1
SIGN,2
MAJOR,3
INCLUDING,8
PHILIPS,1
