Word,Frequency
THE,83
PRESIDENT,87
ALL,1
RIGHT,29
THANK,76
MUCH,31
APPRECIATE,15
I,147
WANT,30
EXPRESS,1
NATIONS,2
DEEPEST,1
CONDOLENCES,1
HEARTFELT,1
SYMPATHIES,1
FAMILY,10
GEORGE,8
FLOYD,8
A,7
TERRIBLE,9
EVENT,3
THING,24
HAPPENED,11
IVE,9
ASKED,4
DEPARTMENT,5
JUSTICE,6
EXPEDITE,1
FEDERAL,4
INVESTIGATION,1
DEATH,1
IMMEDIATELY,1
QUICKLY,8
ABSOLUTELY,3
POSSIBLE,3
ITS,18
LOCAL,6
SITUATION,4
ALSO,20
MAKING,3
AND,162
WE,55
SAW,7
HARD,6
EVEN,9
CONCEIVE,1
ANYTHING,7
SEE,32
IT,14
NEVER,7
HAPPEN,10
ALLOWED,5
LIKE,31
BUT,31
DETERMINED,1
SERVED,1
SPOKE,2
MEMBERS,1
TERRIFIC,5
PEOPLE,48
WELL,50
REPORTING,2
TIME,21
GOES,2
THINK,69
MAKE,12
STATEMENT,2
IMPORTANT,18
PEACEFUL,6
PROTESTERS,5
SUPPORT,8
RIGHTS,1
CANT,3
ALLOW,2
MINNEAPOLIS,3
DESCEND,1
LAWLESS,1
ANARCHY,1
CHAOS,1
UNDERSTAND,8
BELIEVE,2
EVERYBODY,10
MEMORY,6
PERFECT,2
LET,2
LOOTERS,1
DROWN,1
VOICES,1
MANY,22
HURT,2
BADLY,1
WHAT,3
HAPPENING,2
BAD,7
STATE,3
GREAT,44
CITY,3
SO,41
WORKING,19
CLOSELY,5
WERE,19
LAW,2
ENFORCEMENT,1
SPEAKING,1
HOPEFULLY,3
EVERYTHING,13
FAIRLY,1
TAKEN,3
CARE,3
PAIN,2
REALLY,49
LOT,25
ENTITLED,2
MINNESOTA,1
LIVE,2
SAFETY,11
ORDER,3
PREVAIL,1
AMERICANS,6
HONOR,5
US,25
PROPERLY,1
HORRIBLE,4
BACK,26
DUE,1
COURSE,2
IM,12
PLEASED,2
WELCOME,1
AMERICAN,11
INDUSTRY,8
LEADERS,2
WHITE,3
HOUSE,5
CONTINUE,8
SAFELY,9
REOPEN,4
AMERICA,11
GLAD,1
JOINED,1
GEOFF,2
BALLOTTI,2
WYNDHAM,3
HOTEL,2
RESORTS,2
HOTELS,6
COMPANY,9
YEARS,10
BRIAN,3
GOLDNER,5
HASBRO,4
DAVID,2
HOFFMANN,3
DUNKIN,4
BRANDS,9
GARY,5
KELLY,4
SOUTHWEST,5
AIRLINES,6
GOOD,28
JOBS,2
THEYVE,5
DONE,20
RODNEY,4
MCMULLEN,3
KROGER,3
THANKS,3
OSCAR,7
MUNOZ,3
UNITED,10
BRAD,2
SMITH,4
MICROSOFT,4
THAT,8
STOCK,3
SAY,19
JOB,17
SONIA,4
SYNGAL,8
GAP,5
SECRETARY,13
TREASURY,1
STEVE,2
MNUCHIN,7
LABOR,2
GENE,3
SCALIA,4
OUR,5
NATION,2
CONTINUES,2
MOURN,1
LIVES,1
CLAIMED,1
VIRUS,3
GRIEVE,2
FAMILIES,2
LOST,2
LOVED,2
ONES,1
BATTLE,1
INVISIBLE,3
ENEMY,4
DIRECTING,1
FULL,3
RESOURCES,6
GOVERNMENT,7
SAFEGUARD,1
HIGH,3
RISK,2
POPULATIONS,1
ESPECIALLY,3
NURSING,3
HOMES,3
WEVE,56
POWERFUL,4
STRATEGY,2
QUITE,1
BEST,6
PUBLIC,9
HEALTH,16
AGGRESSIVELY,1
PROTECT,4
VULNERABLE,2
ALLOWING,1
YOUNGER,1
HEALTHIER,1
WORK,19
NATIONWIDE,1
HOSPITALIZATIONS,3
NEW,13
CASES,4
DEATHS,3
DECLINING,1
TRACKING,1
DAILY,2
STATES,13
DEMONSTRATING,1
ABILITY,4
RAPIDLY,2
IDENTIFY,1
CONTAIN,1
OUTBREAKS,3
TESTING,11
WORLD,11
SURPASSED,1
15,4
MILLION,10
TESTS,7
COUNTRY,14
FACTOR,2
TIMES,4
COMPLETED,1
THATS,39
RECORD,1
GOING,39
GIVE,6
BIG,8
REPORT,5
TOMORROW,1
COMING,8
BEYOND,5
ANYBODY,4
WOULD,17
THOUGHT,6
COUPLE,2
MONTHS,6
AGO,3
IN,9
PLACES,2
AVAILABLE,6
SEEKING,1
FLORIDA,1
OTHERS,5
SAID,12
DONT,17
ENOUGH,3
TAKE,6
COME,10
LONG,12
WAY,18
STARTED,4
EMPTY,1
CUPBOARD,1
DIDNT,14
INHERITED,1
STEPPED,1
PLATE,1
VENTILATORS,1
EQUIPMENT,2
GOWNS,1
ELSE,3
GLOVES,1
IF,5
LOOK,17
MASKS,4
TO,1
MAINTAIN,3
SOCIETY,1
MUST,3
ECONOMY,17
THERES,8
REASON,3
LIFE,2
EXPECTANCY,1
CORRELATED,1
ECONOMIC,2
DEVELOPMENT,1
ENDING,1
SHUTDOWN,2
INCREASE,1
REDUCE,1
TOTAL,1
LOSS,1
FAILING,1
FOCUS,4
MADE,7
PROGRESS,10
TERMS,6
THINGS,24
TAUGHT,1
NOBODY,3
EVER,5
SEEN,8
CERTAINLY,9
HASNT,1
SINCE,3
HUNDRED,1
1917,1
COMPANIES,13
REPRESENTING,3
DISCUSSION,1
SUGGESTIONS,1
STRONG,4
OPENING,5
GREATEST,4
HISTORY,4
EMPLOYMENT,1
NUMBERS,10
EVERY,12
WHETHER,3
BIGGEST,1
TAX,4
CUTS,2
REGULATION,1
CLOSE,4
REBUILT,1
MILITARY,4
STRONGEST,1
ALREADY,3
ARRIVED,2
IMPORTANTLY,1
USA,1
YOU,21
VETS,1
CHOICE,1
ACCOUNTABILITY,1
COMBINATION,2
THEY,16
WERENT,1
ABLE,10
GET,17
40,1
GOT,18
APPROVED,2
TRY,3
TURN,1
POSITION,2
ESTIMATED,1
TWO,9
ONE,27
HALF,3
MAYBE,7
COULD,15
SUBSTANTIALLY,1
UNFORTUNATELY,1
SHOULDVE,2
STOPPED,6
COULDVE,1
CHINA,12
STOP,3
INFECTED,2
SAD,5
TURNED,5
BANNED,1
EARLY,6
FACT,5
MONTH,5
LATER,1
SAYING,3
SHOULDNT,3
GO,14
GETTING,8
EVERYONE,5
KNOWS,1
MARKET,2
CONFIDENCE,3
THERAPEUTICS,5
VACCINES,4
ANSWERS,1
SOON,3
SET,5
LOGISTICALLY,1
MOVE,2
ACT,5
VACCINE,3
PRETTY,1
SURETY,1
BASED,2
SEEING,8
RATHER,1
TAKING,1
PERIODS,1
BRINGING,5
SLOWLY,1
BRING,3
GENERAL,2
CHARGE,1
LOGISTICS,1
HES,10
SUPPOSED,2
USUALLY,1
MOVING,3
SOLDIERS,1
VARIOUS,1
REASONS,1
DEPENDING,1
ULTIMATELY,2
ENDS,1
USE,6
WORD,1
CURE,2
OPPOSED,2
PURELY,1
THERAPEUTIC,1
POSITIVE,1
OPENED,3
EXPECTATION,1
HAPPY,4
AROUND,8
ROOM,4
IDEAS,1
MIGHT,2
YOUVE,10
LITTLE,5
BUILD,1
PLENTY,1
FIREPOWER,1
PLEASE,17
YOUD,2
START,4
MS,7
MR,43
HONORED,1
TODAY,14
INC,2
OPEN,15
STORES,12
RUNNING,4
AMERICAS,1
LARGEST,4
CLOTHING,1
16,2
BILLION,3
REVENUE,1
LAST,17
YEAR,5
FOUR,3
DOLLAR,1
OLD,3
NAVY,2
ATHLETA,1
BANANA,1
REPUBLIC,1
NAMESAKE,1
SECOND,6
APPAREL,2
BRAND,6
U,7
S,7
WOW,2
KNOW,55
SERVICED,1
51,1
REPRESENT,3
VALUES,1
ANXIOUS,4
2,3
500,2
BEGUN,1
PROCESS,3
PRIOR,1
COVID,3
CUSTOMERS,12
WALKING,1
DOORS,1
DAY,5
SHUT,2
MARCH,1
70,2
PERCENT,18
SALES,2
OVERNIGHT,1
REACTED,1
UNFORTUNATE,2
DECISIONS,1
FURLOUGH,4
EMPLOYEES,21
RETRENCH,1
ECOMMERCE,1
BUSINESS,14
ECOM,1
PLAYER,1
KEPT,1
ALONG,4
FULFILLMENT,1
CENTERS,1
FIVE,3
CAMPUSES,2
ACROSS,5
100,8
000,8
DEVELOPED,2
SAFE,19
SHOPPING,1
PROTOCOLS,4
RETAIL,4
FEEL,5
EXCITED,3
WHATS,5
FAR,2
THEYRE,19
SHOP,1
COMMITTED,3
LEAST,1
800,3
TRACK,1
AHEAD,4
FEELS,3
THEYLL,2
SOCIAL,6
DISTANCING,7
CLEANING,3
ET,1
CETERA,1
CREATE,2
TRUST,1
RESPONDING,1
VISITED,2
VIRGINIA,1
NIGHT,9
TEXAS,2
ARIZONA,1
CALIFORNIA,1
WEEKS,3
THRILLED,2
STORE,2
MANAGERS,1
CAME,5
BURST,1
TEARS,1
THANKING,2
GIVING,3
HELPED,1
ASK,4
NEED,9
CLOSURE,1
STAYED,1
CREATED,1
LACK,1
LEVEL,3
PLAYING,4
FIELD,2
HAVES,1
NOTS,1
FORWARD,4
POSSIBILITY,1
RESURGENCE,1
SOMETHING,12
STAY,4
RETAILING,1
FUTURE,1
ISSUES,1
EQUAL,1
FANTASTIC,4
PARTICULARLY,1
AS,5
PART,4
CARES,3
WORKED,3
REST,3
AIRLINE,1
BUSINESSES,8
HIT,4
TRAVEL,6
PARTICULAR,3
HECK,1
LEAD,1
INVOLVED,2
LARRY,6
WANING,1
MOMENTS,1
STORY,1
WONT,4
BELABOR,1
SLIDES,1
SENSE,7
CONVERSED,2
CON,1
DISCUSSIONS,1
ARE,3
AIRPLANES,2
IS,2
FLYING,5
PARAMOUNT,1
IMPORTANCE,1
ALWAYS,2
SAFEST,1
CHART,3
SIMPLY,1
HYDROSTATIC,1
DISINFECTS,1
WIPING,1
WEARING,2
FIRST,9
TOUCHLESS,1
ASPECTS,1
CHANCE,1
SIT,2
CHOOSE,1
HEPA,2
FILTERS,3
AIRCRAFT,1
THESE,1
HOSPITAL,1
GRADE,1
REMOVE,1
99,1
7,2
PARTICLES,1
AIR,2
FILTER,1
MASK,2
COMPLETELY,1
ELIMINATE,4
DEGREE,1
INAUDIBLE,3
PRACTICE,1
TALKING,6
WIND,1
REGARDS,2
TOOK,1
STEP,3
PARTNERED,1
DIFFERENT,18
CLOROX,1
NAME,3
SPEAKS,1
DISINFECTANT,1
BRANDING,2
ASPECT,2
GIVES,1
BIT,1
WENT,6
USED,3
MAYO,1
CLINIC,3
CLEVELAND,1
APOLOGIZE,1
GUIDE,1
DIRECT,1
HERE,1
PLANNING,1
MEANINGFUL,1
AMBASSADOR,2
BIRX,3
SIDE,1
SORT,1
ON,1
NEXT,7
QUESTION,5
HOW,4
RESTART,2
OBVIOUS,2
COMMUNITY,1
ISNT,3
SOMEPLACE,1
FLY,3
SOMEWHERE,1
HOSPI,1
MEAN,2
RESTAURANTS,2
THEME,1
PARKS,1
COLLECTIVELY,1
ENSURE,1
ACCOUNT,2
FORGET,1
PERSPECTIVE,3
ANOTHER,4
PULL,1
COMES,1
ACCEPTED,1
EFFORTS,3
WONDERFUL,1
CONVERSATIONS,2
LASTLY,2
GLOBAL,1
60,1
COUNTRIES,2
RESTARTS,1
HISTORICALLY,1
REGULATORY,1
SCHEME,1
CALLED,1
PATCHWORK,2
HARMONIZATION,2
ENTIRE,1
PLANET,1
TEAMS,2
AVOID,1
HELPFUL,6
KUDLOW,7
SIR,8
HOPE,3
APACE,1
WED,1
FOLLOW,3
KEVIN,4
HASSETT,3
FREQUENCY,1
INDICATORS,1
LIST,1
GROWING,1
ILL,6
RATTLE,1
DEB,1
TRUCKLOADS,1
FREIGHT,1
SHIPPING,1
BOOKINGS,1
TSA,3
TRAVELERS,1
STARTING,4
SHOOT,1
GREEN,2
SHOOTS,2
MENTIONED,3
APPLE,1
MOBILITY,1
GASOLINE,1
DEMAND,6
TREMENDOUS,2
HOUSING,1
APPLICATIONS,1
MORTGAGES,1
FORTH,2
ACTUALLY,2
PRE,1
PANDEMIC,5
LEVELS,3
LOW,2
INTEREST,1
RATES,3
NUMBER,7
INCOME,5
SAVING,2
33,3
APRIL,1
GIVEN,4
BOOSTED,1
LIQUIDITY,1
CASH,1
STEVENS,1
CAPITOL,2
HILL,1
CLOSED,7
NOWHERE,1
SPEND,2
RATE,2
ALMOST,2
10,1
NORM,1
FINAL,1
POINT,2
BOOM,2
SPENDING,1
AGREE,1
YES,6
YOURE,9
SURPRISED,1
THIRD,1
QUARTER,2
FOURTH,1
BETTER,3
JAY,3
CLAYTON,2
HEAD,1
SEC,1
SECURITIES,1
EXCHANGE,1
COMMISSION,1
ID,5
INVITE,1
WORDS,1
CHAIRMAN,2
INFORMATION,2
INVESTORS,3
OPERATIONAL,1
