Word,Frequency
THE,208
PRESIDENT,227
THANK,49
MUCH,31
EVERYBODY,16
GOOD,46
AFTERNOON,2
TODAY,19
FRIDAY,8
AND,306
SUNDAY,4
MILLIONS,4
CHRISTIANS,2
CELEBRATE,2
EASTER,12
RESURRECTION,1
JESUS,2
CHRIST,1
AT,3
HOLY,2
TIME,54
PRAY,1
GOD,3
HEAL,3
SICK,4
COMFORT,5
HEARTBROKEN,1
BLESS,1
HEROES,1
AS,12
AMERICAN,30
FAMILIES,4
LOOK,50
FORWARD,6
REMINDED,1
STORY,2
ENDS,2
DESPAIR,1
TRIUMPH,1
RENEWAL,1
VERY,4
APPROPRIATE,4
ISNT,8
ID,16
LIKE,65
PROVIDE,4
AMERICANS,22
UPDATE,2
ONGOING,1
EFFORTS,3
WAR,3
INVISIBLE,4
ENEMY,5
BEFORE,2
I,515
ILL,17
COUPLE,7
NOTES,1
UNITED,20
STATES,49
DISCUSSIONS,2
LAST,19
NIGHT,6
MEXICO,24
SAUDI,4
ARABIA,4
RUSSIA,2
DEALING,2
OPEC,8
NATIONS,11
TRYING,10
GET,59
EXPRESSION,1
GOES,6
BARREL,4
COMMITTING,1
100,12
000,33
FEWER,6
BARRELS,6
SPOKE,13
WE,119
GREAT,87
RELATIONSHIP,11
FRIENDSHIP,1
THEYRE,77
HELPING,10
US,56
BORDER,9
THEY,55
27,1
SOLDIERS,2
MEXICAN,1
RIGHT,46
STOPPING,4
PEOPLE,157
COMING,11
COUNTRY,79
WALL,8
WERE,52
168,1
MILES,2
SPEAKING,9
LIMIT,2
AGREED,6
DIFFERENT,36
REDUCTION,2
23,2
PERCENT,21
SO,120
THOUGHT,23
WOULD,91
DONT,97
KNOW,162
GOING,152
ACCEPTED,1
WELL,93
FIND,5
HELP,27
ALONG,4
THEYLL,2
REIMBURSE,2
SOMETIME,5
LATER,8
DATE,8
PREPARED,3
CONVERSATION,1
WORKS,3
RID,3
GLUT,4
OIL,19
THERES,44
TREMENDOUS,25
WANT,87
ANYTHING,14
HURT,3
INCREDIBLE,15
INDUSTRY,4
ACTUALLY,18
LARGEST,2
PRODUCER,2
WORLD,42
JOBS,6
TEXAS,3
NORTH,2
DAKOTA,3
OKLAHOMA,1
EVERYWHERE,1
ENERGY,6
NEW,64
BUSINESS,21
KEEP,14
WORKING,33
THINK,113
EVENTUALLY,2
WORK,17
IT,34
MAY,24
QUICKER,1
POSSIBLE,9
MAYBE,24
WONT,4
ITLL,4
OUR,4
EXPERTS,6
MONITORING,2
DATA,5
EVERY,27
PART,10
TOPIC,1
DISCUSS,2
IN,22
MIDST,5
GRIEF,2
PAIN,2
SEEING,14
CLEAR,3
SIGNS,3
AGGRESSIVE,2
STRATEGY,7
SAVING,3
COUNTLESS,1
LIVES,12
PROGRESS,3
MADE,21
ALTHOUGH,1
NUMBERS,24
GOVERNOR,22
CUOMO,7
TALK,24
WHEN,11
DEATH,11
DIED,6
HORRIBLE,13
NOW,32
SIDE,5
BEDS,20
USED,15
SAYING,23
SUBSTANTIALLY,10
REDUCED,1
THATS,83
USUALLY,1
SIGN,2
HEADING,1
DOWNWARD,1
CURVE,2
YORK,27
BUT,135
STRONGLY,6
LOT,93
MANY,47
COMPARED,4
COULD,32
NOBODY,24
KNOWS,4
NUMBER,38
IMPOSSIBLE,2
EVEN,28
LOW,7
END,8
AMOUNT,10
CALL,18
THINGS,16
EXTREMELY,1
STRONG,8
BRAVE,1
ABLE,16
PUT,20
THEYVE,29
MINIMUM,7
SOCIAL,10
DISTANCING,8
ASPECT,4
SAY,65
90,2
HARD,10
BELIEVE,14
60,6
NEVER,26
HAPPY,19
ORIGINALLY,1
TOLD,9
THINKING,6
SAID,72
220,1
2,20
MILLION,34
DIDNT,30
SHOWED,2
RESOLVE,1
SEE,52
LOOKS,2
HEADED,1
THAT,16
MARK,1
HOPE,18
BEARS,1
SITUATION,4
DETROIT,5
ORLEANS,4
APPEARS,1
STABILIZING,3
REALLY,62
STARTED,5
GO,71
PLACE,14
FRIENDS,5
CANT,15
WHATS,19
HAPPENING,10
STABILIZED,1
LOUISIANA,5
BUILDING,4
ADDITIONAL,5
ARMY,4
CORPS,3
ENGINEERS,3
FEMA,5
DONE,38
NEED,50
CERTAINLY,8
BUILT,8
BIG,31
HOSPITAL,14
1,7
ANOTHER,8
USING,12
THING,20
THERE,9
TWO,25
WEEKS,16
AGO,16
NEARLY,2
ENOUGH,19
BUILD,7
WANTED,7
