Word,Frequency
THE,46
PRESIDENT,56
THANK,37
MUCH,17
ITS,17
HOT,2
TODAY,6
PLEASE,12
SIT,1
THIS,10
GOING,42
ONE,11
APOLOGIZE,1
EVERYBODY,5
THATS,17
SUFFER,1
BUT,18
KNOW,26
BETTER,2
BAD,2
WEATHER,1
AND,63
GREAT,29
ROSE,1
GARDEN,1
I,76
WANT,21
ESPECIALLY,2
GROUP,2
JOINING,2
US,10
ANNOUNCE,2
HISTORIC,7
GROUNDBREAKING,1
INITIATIVE,4
ONGOING,1
EFFORT,4
RAPIDLY,2
DEVELOP,5
MANUFACTURE,5
CORONAVIRUS,6
VACCINE,58
WERE,23
JOINED,2
SECRETARY,13
STEVEN,1
MNUCHIN,2
MARK,3
ESPER,4
ALEX,1
AZAR,6
CHAIRMAN,1
JOINT,1
CHIEFS,1
STAFF,1
GENERAL,10
MILLEY,1
FDA,5
DIRECTOR,2
DR,14
STEPHEN,1
HAHN,2
NATIONAL,3
INSTITUTE,1
HEALTH,3
FRANCIS,1
COLLINS,1
FAUCI,1
BIRX,1
TERRIFIC,2
PROFESSIONALS,3
TOMORROW,1
30,1
DAYS,2
SINCE,5
RELEASED,1
WHITE,1
HOUSE,1
GUIDELINES,1
SAFE,1
PHASED,1
OPENING,2
AMERICA,13
AMAZING,2
YEAR,12
NEXT,6
TRANSITION,2
FOURTH,3
QUARTER,4
AS,1
MORNING,2
ALMOST,1
EVERY,7
STATE,1
TAKEN,1
STEPS,2
BEGIN,2
REOPENING,2
AMERICAN,11
PEOPLE,23
EXTRAORDINARY,2
JOB,5
CONTINUING,2
TAKE,5
PRECAUTIONS,1
TIME,9
WANTING,1
START,4
STARTING,2
RESUME,1
WAY,12
LIFE,2
WE,44
REIGNITING,1
ECONOMIC,1
ENGINES,1
TAKING,3
CARE,1
VULNERABLE,1
SENIOR,2
CITIZENS,2
OTHERS,2
WORKING,22
HARD,4
NURSING,1
HOMES,1
VARIOUS,1
COMMUNITIES,3
SUPPORT,4
STRUGGLING,1
DIFFICULT,2
DONT,16
KIND,2
STRUGGLE,1
FOR,1
EXAMPLE,1
PERDUE,1
TOGETHER,8
IVANKA,1
TRUMP,2
LAUNCHED,1
FARMERSAND,1
FAMILIES,2
FOOD,8
BOX,1
PROGRAM,1
PROVIDE,3
3,2
BILLION,4
HELP,5
SMALL,4
FARMERS,4
ITLL,5
HELPING,4
RANCHERS,3
