Word,Frequency
THE,107
PRESIDENT,130
WELL,98
THANK,29
MUCH,24
EVERYONE,4
WE,53
BIG,21
DAY,7
TODAY,10
I,220
WANT,60
START,3
SAYING,9
LOVE,4
PRAYERS,1
EVERY,11
AMERICAN,21
CONTINUE,12
FELLOW,3
CITIZENS,7
LOST,2
CHERISHED,1
FRIEND,1
FAMILY,5
MEMBER,1
VIRUS,16
AMIDST,1
GRIEF,1
MAKING,12
TREMENDOUS,7
STRIDES,1
INVISIBLE,4
ENEMY,5
THANKS,2
AGGRESSIVE,1
CAMPAIGN,3
EXTRAORDINARY,2
TALENT,1
MEDICAL,7
PROFESSIONALS,2
MORTALITY,5
RATE,3
REMAINS,1
ROUGHLY,1
HALF,1
MANY,19
COUNTRIES,5
ONE,37
LOWEST,2
COUNTRY,36
WORLD,14
AND,160
THATS,46
DUE,1
LOT,40
THINGS,17
INCREDIBLE,4
SINCE,4
ANNOUNCED,3
GUIDELINES,11
OPENING,12
UP,3
AMERICA,12
CALL,10
SAY,25
ADD,3
WORD,3
AGUN,1
SIC,1
THINK,60
PROBABLY,9
BUT,56
WERE,20
TWENTY,2
STATES,29
REPRESENTING,1
40,3
PERCENT,9
U,7
S,7
POPULATION,2
PLANS,1
PREPARATIONS,1
SAFELY,3
RESTART,1
ECONOMIES,1
NEAR,1
FUTURE,1
SO,63
20,4
THEYRE,37
MOVING,3
ALONG,2
PRETTY,5
QUICKLY,9
THREE,4
KNOW,69
GOING,97
PASSION,1
THERES,16
GET,33
BACK,48
WORK,23
WANTS,6
A,5
SHORT,3
TIME,25
AGO,5
SENATE,3
PASSED,5
PAYCHECK,2
PROTECTION,2
PROGRAM,10
HEALTHCARE,8
ENHANCEMENT,1
ACT,1
ADDITIONAL,6
FUNDING,3
HOSPITALS,6
TESTING,20
MONEY,40
ESPECIALLY,6
WORKERS,17
SMALL,14
BUSINESSES,13
MY,1
ADMINISTRATION,2
WORKED,5
AGGRESSIVELY,1
CONGRESS,6
NEGOTIATE,1
CRITICAL,5
482,1
BILLION,19
DOLLAR,2
PACKAGE,6
REACHED,2
DEAL,6
INCLUDES,1
382,1
CRUCIAL,1
BUSINESS,9
SUPPORT,11
KEEP,6
PAYROLL,7
75,1
AID,7
REALLY,24
NEED,28
BADLY,3
IM,32
PROUD,2
25,2
CORONAVIRUS,3
EFFORTS,4
URGE,1
HOUSE,8
PASS,1
BILL,4
VOTING,2
IMAGINE,1
SOON,6
HES,13
BUSY,1
MAN,2
SECRETARY,31
MNUCHIN,24
RUNNING,2
THOUGHT,4
WED,1
TALK,6
TAKE,20
COUPLE,4
QUESTIONS,4
GO,30
PHASE,17
FOUR,9
INK,1
DRYING,1
THEYLL,1
TOMORROW,11
SHORTLY,2
STEVE,6
PLEASE,16
COME,20
WORDS,2
YEAH,31
MR,27
US,21
ID,9
LIKE,34
MITCH,3
MCCONNELL,3
CHUCK,1
SCHUMER,1
ENTIRE,4
PASSING,2
ALSO,34
KEVIN,1
MCCARTHY,1
NANCY,1
PELOSI,1
WORKING,16
AROUND,12
CLOCK,4
CHIEF,1
STAFF,1
MARK,2
MEADOWS,2
INSTRUMENTAL,1
LET,9
COMMENT,5
WEVE,40
PPP,8
THIS,13
GIVES,2
ANOTHER,7
310,2
LOOK,36
FORWARD,16
50,4
DISASTER,3
LOANS,10
EIDL,1
THAT,8
ALLOW,2
SBA,5
MAKE,31
300,3
IT,10
ALLOWS,1
SAID,25
UNPRECEDENTED,2
AMOUNT,4
UNDERSTAND,13
IMPACTED,4
IMPORTANTLY,2
SHUT,6
SURE,19
DOCTORS,5
NURSES,1
NOW,8
MILLION,14
COMPANIES,15
RECEIVED,1
LESS,5
10,3
BROAD,1
PARTICIPATION,1
TAKEN,3
PLEASED,4
SEE,36
SHAKE,2
SHACK,2
RETURNED,1
PUTTING,4
FAQS,1
THERE,6
CERTIFICATION,5
PEOPLE,75
ASKED,10
INTENT,3
NEEDED,1
PUT,15
FAQ,2
PUBLIC,7
ACCESS,8
CAPITAL,1
HARVARD,10
MIGHT,4
Q,103
REQUEST,3
OBVIOUSLY,12
ALONE,1
COMPANY,4
GOT,10
ARE,5
ASKING,5
YOURE,16
ASK,5
RETURN,1
YEP,1
WOULD,26
PAY,9
SHOULDNT,2
TAKING,4
YOU,33
NUMBER,4
MENTION,1
NAMES,1
SAW,5
LARGEST,2
ENDOWMENTS,1
ANYWHERE,2
MAYBE,7
GUESS,1
CLARIFY,1
THEY,25
CERTAIN,4
MAY,10
CLEAR,14
UNDERSTANDING,5
GIVE,7
BENEFIT,3
DOUBT,2
EXPLAIN,1
IF,8
LOAN,1
RIGHT,20
AWAY,3
WONT,6
LIABILITY,1
TREASURY,2
SEVERE,1
CONSEQUENCES,4
DONT,41
ATTEST,1
PROPERLY,1
AVAILABLE,6
INVESTED,1
LIFE,1
SAVINGS,1
APPRECIATE,5
WHATS,7
HIRING,1
ENSURE,7
RESTAURANTS,3
CAFES,1
BARS,1
LAST,15
BANKS,5
EXTREMELY,1
GREAT,17
MADE,10
SIXTY,1
EVERYBODY,8
PARTICIPATE,1
GETTING,9
FUNDS,1
BRET,8
DO,5
ESTIMATE,2
LONG,11
POT,1
WENT,5
ASSUME,1
MEAN,19
KIND,4
SUCCESS,2
OPERATIONALLY,1
YEARS,8
HARD,2
KNEW,1
ORIGINALLY,2
FULL,7
WOULDNT,4
ENOUGH,1
ALREADY,9
30,4
THERELL,5
IMPACT,2
ECONOMY,13
YESTERDAY,3
HED,2
ISSUE,3
FELONS,1
CRIMINAL,2
CONVICTIONS,1
PROGRAMS,1
WONDERING,7
UPDATE,3
PART,7
WHITE,4
ACTUALLY,19
ONEROUS,1
RESTRICTIONS,1
MISDEMEANORS,1
WERENT,1
ALLOWED,4
LONGER,1
FIVE,3
REFORM,1
LEGISLATION,3
DONE,20
JARED,1
OTHERS,4
SPECIFICALLY,2
DESIGNED,2
SIGNIFICANTLY,1
SHORTER,1
ACCOUNT,3
CONSIDERATION,2
INAUDIBLE,6
FOR,1
EMPHASIZE,1
PREVIOUSLY,1
CHANGED,2
REGULATIONS,2
TALKED,6
CIRCUMSTANCES,1
PHASES,6
AFFORD,1
EXPECT,4
SIX,5
SEVEN,1
THINKING,4
FIRST,8
PRESIDENTS,3
HE,2
TWEET,2
AS,8
INFRASTRUCTURE,7
TALKING,11
ROADS,2
BRIDGES,4
BROADBAND,4
RURAL,2
IMPORTANT,16
