Word,Frequency
DONALD,10
TRUMP,11
THANK,23
MUCH,12
SO,9
BEAUTIFUL,1
AND,34
JOINING,1
US,9
ANNOUNCE,1
MASSIVE,2
GROUNDBREAKING,1
EXPANSION,1
TESTING,27
CAPABILITY,1
CHINA,3
VIRUS,9
KNOW,9
ALREADY,6
SETTING,1
RECORDS,2
LIKE,11
NOBODYS,1
EVER,1
SEEN,2
LAST,3
WEEK,6
CROSSED,1
HISTORIC,4
MILESTONE,1
UNITED,1
STATES,7
CONDUCTED,2
100,9
MILLIONTH,1
TEST,15
FAR,4
COUNTRY,6
EVEN,2
CLOSE,2
ACTUALLY,2
SECOND,1
SEEMS,1
INDIA,2
ONE,10
POINT,16
FIVE,6
BILLION,2
PEOPLE,9
NUMBERS,2
WOULD,7
PROBABLY,1
LEAST,2
50,5
MILLION,26
TESTS,38
WEVE,12
ENTIRE,1
EUROPEAN,1
UNION,1
LATIN,1
AMERICA,11
COMBINED,1
WERE,7
THRILLED,1
JOINED,2
VICE,3
PRESIDENT,22
MIKE,10
PENCE,8
SECRETARY,4
HEALTH,8
HUMAN,1
SERVICES,3
ALEX,1
AZAR,2
EDUCATION,1
BETSY,2
DEVOS,2
HI,1
ADMINISTRATOR,1
CENTERS,2
MEDICINE,1
MEDICAID,1
SEEMA,3
VERMA,2
ADMIRAL,10
GIROIR,8
WHOS,2
DONE,7
INCREDIBLE,3
JOB,5
ALSO,8
MISSISSIPPI,6
GOVERNOR,5
TATE,2
REEVES,5
TREMENDOUS,2
VICTORY,1
PROUD,1
WELL,8
ABBOTTS,1
CEO,1
ROBERT,2
FORD,2
GREAT,7
TODAY,12
IM,1
PLEASED,1
REPORT,1
ANNOUNCING,2
PLAN,2
DISTRIBUTE,1
150,5
ABBOTT,10
RAPID,10
CARE,12
COMING,4
WEEKS,3
SOON,2
THIS,14
DOUBLE,1
NUMBER,3
PERFORMED,7
HERES,1
GO,6
PROTECT,4
VULNERABLE,9
COMMUNITIES,6
ALWAYS,1
PROMISED,1
INCLUDING,4
18,1
NURSING,9
HOMES,8
15,6
ASSISTED,2
LIVING,2
FACILITIES,1
10,5
HOME,3
HOSPIECE,1
HOSPICE,1
AGENCIES,1
NEARLY,6
HISTORICALLY,3
BLACK,3
COLLEGES,4
UNIVERSITIES,2
TRIBAL,2
NATION,3
GIVEN,2
TERRITORIES,2
SUPPORT,4
EFFORTS,2
REOPEN,1
ECONOMIES,1
SCHOOLS,5
IMMEDIATELY,1
FAST,2
FOR,1
EXAMPLE,1
ADMINISTRATION,5
PROVIDING,1
ALLOW,2
EVERY,4
STATE,12
REGULAR,1
BASIS,1
TEACHER,1
NEEDS,1
CONTINUES,1
CRITICAL,3
EFFORT,1
USE,9
HIGH,1
RISK,2
THESE,1
NEW,2
EASY,3
RETURN,2
RESULTS,3
WITHIN,2
MINUTES,5
YOULL,3
RESULT,3
MAXIMUM,1
MACHINE,2
REQUIRED,1
PROCESS,4
OLD,1
DAYS,5
STARTED,2
REMEMBER,2
WED,4
FIND,1
LABORATORIES,5
TREMENDOUSLY,1
EXPENSIVE,1
EQUIPMENT,2
NOW,1
SOMETHING,2
SEE,4
REALLY,9
DIFFERENT,2
PLANET,1
I,14
ASK,3
COME,2
DEMONSTRATE,2
NICELY,1
THINK,3
GOOD,1
LUCK,1
HOPE,3
DONT,1
POSITIVE,2
MR,19
AS,6
111,1
CAUSING,1
COVID,2
ON,2
13,1
SEPARATE,1
ACHIEVED,1
PER,5
DAY,12
AVERAGE,2
APPROXIMATELY,1
920,1
000,11
WE,15
INFLECTION,2
AVAILABLE,6
THREE,9
COUNTING,1
POOL,1
COULD,5
MULTIPLY,1
SEVERAL,1
FOLD,1
HALF,2
CURRENT,1
ALL,1
ACTIONS,1
AGGRESSIVE,1
MULTIPLE,1
TITLES,1
D,8
P,2
A,5
HUNDREDS,3
MILLIONS,3
DOLLARS,2
H,2
S,2
O,1
INVESTMENTS,1
REGULATORY,1
FLEXIBILITY,2
200,1
F,3
EMERGENCY,3
AUTHORIZATIONS,2
CLIA,2
ENFORCEMENT,1
DISCRETION,1
APPLICATION,1
PREP,1
ACT,2
LED,2
BRINGS,1
AUGUST,1
27TH,1
MONTHS,1
PLANNING,1
AUTHORIZATION,1
AWARDED,1
CONTRACT,1
760,1
DELIVERY,2
BINAXNOW,3
THE,3
DETECTS,1
PRESENCE,1
ANTIGEN,1
USES,1
SPECIFIC,1
NASAL,2
SWAB,5
WHOOPS,1
COMES,1
MADE,6
PURITAN,2
REASON,1
SWABS,2
USED,1
120,1
INVESTMENT,1
MAKE,3
ABLE,1
IT,4
REQUIRE,2
INSTRUMENT,1
DETERMINE,1
MAY,1
CERTIFICATE,2
WAIVER,1
CMS,1
PERMITS,1
EXTEND,1
OPERATE,1
TEMPORARY,1
SITES,2
CHURCHES,1
PARKING,1
LOTS,2
THOUGH,1
ANTICIPATE,4
GENERALLY,2
TRAINED,1
INDIVIDUAL,1
PATIENT,1
SELF,1
SHOW,1
EXACTLY,1
LITERALLY,4
ALMOST,1
EASIER,2
STARTS,1
SIX,5
DROPS,1
LIQUID,1
ONTO,1
PIECE,2
PAPER,1
TWO,5
FOUR,7
THERES,3
DEEP,2
BRAIN,1
BIOPSY,1
TALK,1
HEALTHCARE,2
PROVIDER,1
SUPERVISED,1
TWIST,1
TIMES,5
ADHESIVE,1
PULLED,1
WAIT,1
SOPHISTICATED,1
LITTLE,1
CARDBOARD,1
ANTIBODIES,1
TECHNOLOGY,1
SHIPPED,3
65,1
DISASTER,1
OPERATIONS,1
CALIFORNIA,1
OREGON,1
TEXAS,1
LOUISIANA,2
7,1
600,1
900,1
300,1
INDIAN,2
SERVICE,1
339,1
UNIVERSITY,4
START,2
SHIPMENT,1
GOVERNORS,12
BEGINNING,2
TOTAL,3
ADDITION,1
CONTINUING,1
PRIORITIES,2
ALLOCATION,3
BASED,1
STRICTLY,1
RELATIVE,1
POPULATION,1
DEEM,1
FIT,1
STRONGLY,1
ENCOURAGE,1
UTILIZE,1
SETTINGS,3
UNIQUELY,1
NEED,4
LOW,3
TECH,1
OPENING,1
KEEPING,1
OPEN,5
K,3
12,3
SUPPORTING,1
INFRASTRUCTURE,1
FIRST,6
RESPONDERS,1
RESPONDING,1
OUTBREAKS,1
SPECIFICALLY,1
CERTAIN,1
DEMOGRAPHICS,1
LOCATIONS,1
SCREENING,1
SURVEILLANCE,1
CONGREGATE,1
COMPLETED,2
BRIEFING,1
OFFICIALS,1
SIT,1
ROOM,1
HEARD,2
WORDS,3
GAME,2
CHANGER,2
LEADERSHIP,5
DEFEAT,2
LET,2
AGREE,1
SAY,5
PANDEMIC,7
CRISIS,1
SAID,7
REPUBLICANS,1
DEMOCRATS,1
ALIKE,1
EARLIER,1
IN,3
NINE,1
OUR,3
INSTITUTIONS,3
HIGHER,2
LEARNING,3
BUT,11
COUNTY,1
GOING,10
TEACHERS,1
SINGLE,1
FORWARD,1
THING,1
KIDS,7
LEARN,2
KNOWS,2
BETTER,2
THEYRE,5
CLASSROOM,3
DISTANCE,1
HYBRID,1
75,1
80,1
BACK,3
WANT,3
GET,4
CRITICALLY,1
IMPORTANT,2
DECISION,1
ALLOCATE,1
FRONT,1
END,7
MEANS,1
WORLD,2
LARGER,1
FINANCIAL,1
RESOURCES,6
PROVIDE,1
