Word,Frequency
THE,121
PRESIDENT,146
THANK,21
MUCH,25
SO,39
IM,15
GLAD,1
SEE,12
YOURE,18
PRACTICING,1
SOCIAL,5
DISTANCING,2
THAT,6
LOOKS,3
NICE,2
ITS,20
GOOD,23
I,161
WANT,25
EVERYBODY,11
TODAY,21
THIS,11
MORNING,1
SPOKE,2
LEADERS,1
G7,4
NATIONS,3
REALLY,26
MEETING,3
THINK,76
PRODUCTIVE,2
ALSO,14
GOVERNORS,14
AFTERNOON,1
ANNOUNCING,1
NEW,13
GUIDELINES,15
EVERY,20
AMERICAN,10
FOLLOW,3
NEXT,9
15,7
DAYS,10
COMBAT,1
VIRUS,25
EACH,1
ONE,39
US,13
CRITICAL,2
ROLE,2
PLAY,1
STOPPING,2
SPREAD,13
TRANSMISSION,3
WE,53
DONE,17
LOT,21
TALENTED,1
PEOPLE,71
STANDING,1
AND,109
THATS,36
AVAILABLE,5
DR,28
BIRX,17
SPEAKING,2
MINUTES,1
IMPORTANT,11
YOUNG,4
HEALTHY,5
UNDERSTAND,3
MAY,24
EXPERIENCE,1
MILDER,1
SYMPTOMS,13
EASILY,1
INDEED,1
PUTTING,2
COUNTLESS,1
OTHERS,4
HARMS,1
WAY,12
ESPECIALLY,3
WORRY,4
SENIOR,1
CITIZENS,1
WHITE,9
HOUSE,16
TASK,3
FORCE,3
MEETS,1
DAY,17
CONTINUALLY,1
UPDATES,1
BASED,4
FAST,1
EVOLVING,1
SITUATION,2
BECOME,1
WORLD,6
INCREDIBLE,2
WHATS,6
HAPPENED,2
SHORT,2
PERIOD,5
TIME,13
ON,2
MODELING,1
CONDUCTED,1
CONSULTATION,2
WEVE,26
MADE,6
DECISION,3
TOUGHEN,1
BLUNT,1
INFECTION,5
WED,3
RATHER,2
AHEAD,20
CURVE,2
BEHIND,4
THEREFORE,3
ADMINISTRATION,2
RECOMMENDING,3
AMERICANS,5
INCLUDING,1
WORK,8
ENGAGE,1
SCHOOLING,1
HOME,9
POSSIBLE,2
AVOID,7
GATHERING,1
GROUPS,9
10,7
DISCRETIONARY,1
TRAVEL,6
EATING,1
DRINKING,1
BARS,7
RESTAURANTS,10
PUBLIC,9
FOOD,2
COURTS,2
IF,12
EVERYONE,3
MAKES,1
CHANGE,3
CHANGES,1
SACRIFICES,1
RALLY,1
TOGETHER,12
NATION,3
DEFEAT,1
GOING,37
BIG,8
CELEBRATION,1
WITH,3
SEVERAL,1
WEEKS,3
FOCUSED,1
ACTION,2
TURN,3
CORNER,2
QUICKLY,3
A,4
PROGRESS,3
PLEASED,1
REPORT,1
VACCINE,6
CANDIDATE,2
BEGUN,1
PHASE,6
CLINICAL,2
TRIAL,5
FASTEST,2
DEVELOPMENT,1
LAUNCHES,1
HISTORY,1
NOT,3
EVEN,8
CLOSE,4
WERE,22
RACING,1
DEVELOP,3
ANTIVIRAL,1
THERAPIES,1
TREATMENTS,1
PROMISING,2
RESULTS,4
EARLY,8
REDUCE,1
SEVERITY,1
DURATION,1
SYND,1
SAY,24
GOVERNMENT,10
PREPARED,2
WHATEVER,4
TAKES,3
ID,4
LIKE,24
INTRODUCE,1
WHOS,1
DISCUSS,3
THINGS,15
STRONGLY,7
RECOMMEND,1
MR,38
KNOW,36
LAST,9
MONTHS,4
TAKEN,2
BOLD,2
STOP,9
COMING,7
SHORES,1
GAINED,1
GET,35
ACROSS,4
GLOBE,2
WORKED,3
HASNT,1
NEED,12
APPEAL,1
SINGLE,1
TALKED,8
WASHING,2
HANDS,4
FOCUS,4
SICK,7
MATTER,5
PLEASE,19
STAY,4
SOMEONE,2
HOUSEHOLD,8
DIAGNOSED,1
ENTIRE,3
QUARANTINE,3
PREVENT,2
REASON,8
TAKING,7
STRONG,6
STEPS,3
THERES,17
LARGE,4
GROUP,5
DONT,30
PRECISE,1
PERCENT,7
YET,7
ACTUALLY,7
ASYMPTOMATIC,2
MILD,1
CASES,1
CONTINUE,5
CHILDREN,4
KEEP,2
NOW,6
OLDER,8
POPULATION,1
PREEXISTING,2
MEDICAL,5
CONDITIONS,3
NEEDS,3
PROTECTING,2
SPEAK,9
PARTICULARLY,2
LARGEST,1
GENERATION,4
MILLENNIALS,7
MOM,1
TWO,14
WONDERFUL,1
MILLENNIAL,1
WOMEN,4
BRIGHT,1
HARDWORKING,1
TELL,5
TOLD,6
THEY,15
CORE,1
THEYRE,32
COMMUNICATES,1
SUCCESSFULLY,1
INDEPENDENT,1
PICKING,1
PHONE,2
INTUITIVELY,1
CONTACT,2
WITHOUT,2
GATHERINGS,5
ASKING,5
HOLD,7
HOMES,1
SEPARATED,1
ABLE,14
ADDRESS,3
COMPREHENSIVELY,1
CANNOT,1
THERAPEUTIC,1
THING,11
RIGHT,19
AMAZING,1
INGENUITY,1
COMPASSION,1
APPEALING,1
TAKE,13
PROTECT,5
ENSURE,2
DOESNT,5
THESE,2
SPECIFIC,3
DETAILED,1
HEART,4
RESPONDS,1
FAUCI,13
CONNECT,1
MENTIONED,1
PREVIOUS,2
DISCUSSIONS,1
ROOM,3
SAID,25
WELL,60
ORDER,6
CONTAIN,1
CURTAIL,1
