Word,Frequency
THE,90
PRESIDENT,71
THANK,18
MUCH,25
GOOD,36
AFTERNOON,1
WE,51
CONTINUE,3
SEE,34
NUMBER,26
POSITIVE,3
SIGNS,1
VIRUS,2
PASSED,2
PEAK,4
ITS,28
DEVASTATING,1
WORLD,15
A,5
HUNDRED,5
EIGHTY,1
FOUR,3
COUNTRIES,12
PROBABLY,5
THAT,14
WEEK,7
AGO,11
DR,14
BIRX,14
WALK,1
TRENDS,2
MOMENTS,1
THEYRE,51
WINNING,2
GOING,48
WIN,2
WERE,23
CLOSE,7
WHILE,1
MOURN,2
TRAGIC,1
LOSS,1
LIFE,2
CANT,4
STRONGER,2
MOURNING,1
UNITED,12
STATES,24
PRODUCED,1
DRAMATICALLY,1
BETTER,16
HEALTH,9
OUTCOMES,1
COUNTRY,32
POSSIBLE,6
EXCEPTION,2
GERMANY,4
AND,166
I,260
THINK,66
ON,3
PER,6
CAPITA,4
BASIS,2
REMEMBER,3
MORTALITY,3
RATE,4
FAR,11
LOWER,4
NATIONS,5
WESTERN,1
EUROPE,2
LONE,2
POSSIBLY,1
THIS,21
INCLUDES,3
UK,1
SWITZERLAND,1
BELGIUM,2
NETHERLANDS,1
ITALY,4
FRANCE,4
SPAIN,3
EXAMPLE,4
NEARLY,2
TIMES,12
DONT,61
HEAR,8
YOU,32
DEATH,3
BUT,81
BIGGER,4
SO,47
FAKE,7
NEWS,8
GETS,3
START,8
TALKING,15
ONE,28
CHINA,28
UNDERSTAND,9
LOT,33
EVEN,15
WAY,17
AHEAD,13
US,33
TERMS,4
KNOW,64
WANT,40
REPORT,1
WHY,3
YOULL,6
EXPLAIN,3
SOMEDAY,1
ILL,3
SINCE,4
RELEASED,1
GUIDELINES,3
OPEN,8
AMERICA,1
TWO,14
DAYS,3
LED,1
DEMOCRAT,8
REPUBLICAN,2
GOVERNORS,14
ANNOUNCED,1
CONCRETE,1
STEPS,2
BEGIN,3
SAFE,1
GRADUAL,1
PHASED,2
OPENING,4
TEXAS,3
VERMONT,1
ALLOW,1
CERTAIN,3
BUSINESSES,8
MONDAY,2
STILL,6
REQUIRING,1
APPROPRIATE,3
SOCIAL,9
DISTANCING,9
PRECAUTIONS,1
TELL,14
GOVERNOR,7
GREG,1
ABBOTT,5
KNOWS,4
HES,20
GREAT,29
HE,20
EXACTLY,2
MONTANA,1
LIFTING,2
RESTRICTIONS,3
FRIDAY,1
OHIO,1
NORTH,12
DAKOTA,3
IDAHO,1
ADVISED,1
NON,1
ESSENTIAL,1
PREPARE,1
STARTING,5
MAY,9
1ST,1
THROUGHOUT,1
CRISIS,3
ADMINISTRATION,5
TAKEN,2
UNPRECEDENTED,1
ACTIONS,1
RUSH,1
ECONOMIC,1
RELIEF,1
CITIZENS,1
AS,4
ANYMORE,1
VENTILATORS,25
WHAT,8
HAPPENED,5
GIVING,5
CALLED,3
TESTING,28
USE,15
CAPACITY,6
WEVE,27
CREATED,1
TREMENDOUS,13
EXPLAINING,1
THEY,28
ONES,2
COMPLAINING,4
THROUGH,1
PAYCHECK,4
PROTECTION,3
PROGRAM,5
ALREADY,2
PROCESSED,1
350,3
BILLION,20
1,4
6,9
MILLION,11
SMALL,8
ACROSS,3
NATION,4
KEEP,5
AMERICAN,14
WORKERS,1
PAYROLL,1
ASKING,2
DEMOCRATS,8
GET,24
DONE,31
BIPARTISAN,1
100,5
PERCENT,11
VOTE,1
REALLY,44
INCREDIBLE,14
THATS,41
APPROVED,2
POPULAR,2
KEEPING,1
ITLL,4
HOPEFULLY,5
FOREVER,1
OUR,4
SWIFT,1
ACTION,2
DIRECTLY,1
SUPPORTING,1
30,6
JOBS,3
AMY,2
WRIGHT,1
CAROLINA,2
SAID,48
GAME,1
CHANGER,1
FAMILY,1
COFFEE,1
SHOPS,1
120,1
EMPLOYEES,5
MANY,17
DEVELOPMENTAL,1
INTELLECTUAL,1
DISABILITIES,1
STAYING,1
GETTING,13
PAID,4
SHES,5
GOT,15
DREAM,1
TAKE,22
PLACE,6
QUICKLY,6
OPENS,1
LUCK,1
SCOTT,1
JULIE,1
ALDERINK,1
HELPED,2
LEAD,1
CHURCH,1
RESTAURANT,2
SOUTH,4
15,5
LAYOFFS,2
MOVING,6
ALONG,8
RAPIDLY,2
THEYVE,11
HIRED,1
BACK,24
OPPOSED,1
ANYBODY,11
PEOPLE,55
EMPLOYED,1
SHE,6
WOULD,37
BUSINESS,3
FUNDING,3
FULLY,3
DRAINED,1
GONE,4
THREE,3
FIFTY,3
DOLLARS,8
TURN,1
GOES,8
LAWMAKERS,1
MUST,2
STOP,2
BLOCKING,5
FUNDS,1
REPLENISH,1
WITHOUT,3
DELAY,1
COME,13
ONBOARD,1
USED,9
READ,4
PROGRAMS,1
IT,17
SEEMS,1
SWITCHED,2
AROUND,8
HASNT,1
HUH,1
REPUBLICANS,2
ALSO,13
THINGS,14
UNACCEPTABLE,1
COVID,4
PLAGUE,8
ISNT,2
EXTRANEOUS,1
TRYING,8
YEARS,13
DOESNT,7
ENTER,1
NEXT,10
STAGE,1
BATTLE,4
CONTINUING,1
RELENTLESS,1
EFFORT,1
DESTROY,1
MY,3
TAKING,3
PROTECT,5
HIGH,4
RISK,3
COMMUNITIES,3
PROVIDING,1
13,1
000,16
COMMUNITY,2
CENTER,2
SITES,2
MOBILE,1
MEDICAL,3
STATIONS,1
IN,14
ORDER,2
EQUIP,1
ADVANCED,7
ROBUST,2
CAPABILITIES,1
JOB,18
THESE,1
CENTERS,1
PROVIDE,2
CARE,14
28,1
LIVING,3
MEDICALLY,1
UNDERSERVED,2
URBAN,1
RURAL,1
REGIONS,1
INCLUDING,2
AFRICAN,2
HISPANIC,3
IMPORTANT,10
YOUVE,6
READING,3
DISPROPORTIONATE,2
NUMBERS,12
YOURE,5
LITTLE,2
BIT,2
LESS,2
LIKEWISE,1
FACT,12
BIG,17
STUDIES,1
RIGHT,33
LIKE,31
NOT,2
NATIONWIDE,1
CONDUCTED,3
4,1
TESTS,3
DEBORAH,4
DOUBLE,1
EARTH,2
ACTUALLY,11
STARTED,10
OBSOLETE,1
BROKEN,4
SYSTEM,7
