Word,Frequency
THE,179
PRESIDENT,198
THANK,38
MUCH,30
APPRECIATE,3
A,8
LOT,37
TREMENDOUS,17
THINGS,17
HAPPENING,7
NUMBER,8
NEW,28
POSITIVE,3
CASES,12
CONTINUE,12
DECLINE,1
NATIONWIDE,1
RECENT,2
HOTSPOTS,3
APPEAR,2
STABILIZING,1
INTERESTING,3
WHATS,15
GOING,143
AND,196
THEYRE,42
RIGHT,35
DIRECTION,1
BOSTON,1
AREA,8
DECLINING,2
CHICAGO,1
CURVE,2
APPEARS,2
FLATTENED,2
TERRIFIC,3
DETROIT,2
PAST,6
PEAK,3
THESE,4
TRENDS,1
DEMONSTRATE,1
AGGRESSIVE,1
STRATEGY,3
BATTLE,1
VIRUS,17
WORKING,18
STATES,39
SOON,6
POSITION,1
GRADUALLY,1
SAFELY,2
REOPEN,8
ITS,34
EXCITING,2
IT,33
EVEN,28
TODAY,30
WATCHING,3
SEEING,4
PEOPLE,83
GETTING,15
READY,2
EXCITED,2
I,336
WANT,98
MENTION,4
MAN,1
WHOS,3
DONE,21
GOOD,22
JOB,24
US,13
DR,60
ROBERT,1
REDFIELD,21
HE,24
TOTALLY,12
MISQUOTED,4
MEDIA,4
STATEMENT,5
FALL,19
SEASON,7
SPOKE,15
SAID,67
RIDICULOUS,3
TALKING,15
FLU,36
CORONA,12
COMING,20
TOGETHER,15
TIME,38
COULD,35
LITTLE,16
FLARE,1
UPS,1
WELL,77
TAKE,23
CARE,17
WERE,42
KNOCK,2
FAST,6
BUT,95
THATS,63
REFERRING,1
THINK,65
RATHER,7
WAITING,2
ID,7
ASK,21
COME,24
SAY,59
COUPLE,3
WORDS,2
STRAIGHTEN,1
DIDNT,27
BIG,24
EXPLOSION,1
HEADLINE,8
WASHINGTON,8
POST,6
INACCURATE,2
WASNT,6
BAD,6
FAKE,4
NEWS,5
CNN,1
LIKE,48
CRAZY,1
WRONG,1
STORY,5
KNEW,6
THEY,31
ASKED,9
CHANGE,10
WOULDNT,3
FALSE,1
SO,55
ILL,12
KNOW,112
REAL,3
PROFESSIONAL,1
EXPLAIN,4
PLEASE,26
DOCTOR,7
MR,40
REALLY,42
IMPORTANT,25
CLARIFY,3
BUILD,6
CONFIDENCE,4
AMERICAN,53
WHEN,6
COMMENTED,1
YESTERDAY,17
POSSIBILITY,2
WINTER,7
NEXT,13
DIFFICULT,7
COMPLICATED,5
TWO,29
RESPIRATORY,5
ILLNESSES,2
CIRCULATING,5
INFLUENZA,4
CORONAVIRUS,33
19,4
EMPHASIZE,3
WORSE,4
COMPLIC,1
POTENTIALLY,6
NATIONS,4
PUBLIC,27
HEALTH,19
INFRASTRUCTURE,5
ENSURE,5
CAPACITY,15
SUSTAIN,1
CONTAINMENT,11
MODE,4
THOSE,3
HEARD,12
TALK,15
IVE,19
TOLD,9
JANUARY,1
FEBRUARY,4
27,3
28,1
NATION,9
14,1
WE,80
UNFORTUNATELY,2
OVERWHELMED,1
GOT,13
EXTREME,1
MITIGATION,7
BUILDING,8
MAKE,8
SURE,11
STAY,3
UPCOMING,1
NEED,20
RESORT,1
KIND,11
SPRING,2
RESPONSE,4
EARLY,9
CASE,14
RECOGNITION,4
WEVE,28
TALKED,7
ISOLATION,1
CONTACT,5
TRACING,2
COMBINED,1
PLANS,5
INCREASED,3
SURVEILLANCE,4
PARTICULARLY,3
VULNERABLE,10
EFFECTIVE,6
ABLE,21
MAINTAIN,2
AGAIN,3
SUPPORTED,1
PUBLICS,1
CONTINUED,1
COOPERATION,1
OBVIOUSLY,4
AREAS,7
PERSONAL,2
HYGIENE,3
TYPES,1
SOCIAL,9
DISTANCING,9
STRATEGIES,2
MAY,12
APPROPRIATE,3
KEY,2
COMMENTS,3
REASON,8
WANTED,17
STRESS,1
APPEAL,2
EMBRACE,2
VACCINE,8
ONE,56
GREATEST,8
TOOLS,1
GO,35
GET,47
THEREBY,1
MINIMIZE,1
IMPACT,2
CO,1
DISEASE,4
CONFRONT,1
Q,120
FOLLOW,11
SIR,10
DONT,51
WHOLE,2
PURPOSE,2
MAKING,10
SHOT,3
POSSIBLY,2
WONT,10
THERES,16
POSSIBLE,8
COMES,6
BACK,43
DOESNT,12
NEITHER,1
GREAT,48
LENGTH,2
SPEAK,12
