Word,Frequency
THE,54
PRESIDENT,59
WELL,25
THANK,23
MUCH,16
AND,52
MEETING,2
IMPORTANT,5
I,57
WOULD,15
SAY,10
GREATEST,1
BANKERS,2
WORLD,5
BANKS,12
FINANCIAL,7
CENTERS,1
GOOD,14
DISCUSSION,1
WERE,10
DISCUSSING,3
ECONOMY,9
RELATES,1
JOBS,2
THINGS,10
HAPPENING,1
RIGHT,16
VIRUS,8
WEVE,5
BECOME,2
FAMILIAR,1
ILL,7
MAKING,11
DECISIONS,3
IVE,3
ALREADY,1
MADE,5
ACTUALLY,3
TODAY,2
ONES,3
THOUGHT,3
ID,6
LET,1
PRESS,1
HEAR,2
WISDOM,1
FOLKS,2
ROOM,6
MAYBE,3
BRIAN,9
START,2
CHAIRMAN,1
HES,3
MAN,1
BANK,3
AMERICA,4
HIGHLY,2
RESPECTED,2
EVERYBODY,3
HIGHEST,1
LEVEL,2
PLEASE,7
MR,45
MOYNIHAN,3
BRINGING,1
US,6
TOGETHER,2
CEOS,2
LARGE,5
WANT,4
KNOW,22
WORK,6
DONE,5
CAPITAL,2
LIQUIDITY,3
LOOK,5
FORWARD,2
UNCERTAINTY,2
DUE,2
OIL,2
PRICE,2
CHANGES,2
STRONGLY,1
CAPITALIZED,2
WE,12
GREAT,20
POSITION,3
TERMS,9
STRENGTH,2
BUT,11
IMPORTANTLY,2
BEST,2
HELPING,3
TEAMMATES,1
ALSO,9
CLIENTS,5
SMALL,20
BUSINESS,8
CUSTOMERS,7
MEDIUM,4
SIZED,4
CONTINUE,1
ACCESS,1
CREDIT,3
ALL,6
PROVIDING,2
RELIEF,1
CUSTOMER,3
ISSUE,1
EVERY,2
NATURAL,2
DISASTER,2
THATS,15
OCCURRED,1
MANY,4
YEARS,2
TELL,1
LAST,5
COUPLE,1
WEEKS,2
ACTIVITY,1
STRONG,10
STILL,8
SEEING,3
PEOPLE,19
SPEND,2
MONEY,3
GO,6
LOANS,6
CONTINUING,2
GROW,1
AUTO,1
GROWING,2
MORTGAGE,1
OBVIOUSLY,4
REAL,2
KEY,2
HELP,18
BUSINESSES,18
CORE,1
AMERICAN,5
RUN,4
CONSUMER,2
REALLY,8
WEATHER,1
STORM,1
CASE,1
THEYRE,12
DIRECTLY,1
AFFECTED,1
YES,6
CORBAT,4
THINK,41
PART,10
RECOGNIZE,1
ONE,6
BUILDING,2
SAID,7
CRISIS,1
SYSTEM,6
SOUND,1
SHAPE,4
ITS,3
TRUE,3
SECOND,3
WHATS,3
GOING,25
WAYS,1
SEVERAL,1
CHALLENGES,2
TIME,7
WOKE,1
WENT,1
SUNDAY,1
PRECIPITOUS,1
DROP,1
PRICES,1
NEEDED,1
DEAL,2
MARKET,3
OPENED,1
MONDAY,1
CLEARLY,1
CORONA,1
FRONT,2
MIND,3
U,4
S,4
PERIOD,3
TRYING,4
GET,7
DISCOVERY,2
FIGURE,3
INTERMEDIATE,1
LONGER,2
TERM,7
HEALTH,7
SAW,2
FEARS,1
BACK,3
TALK,2
POTENTIAL,1
RECESSION,1
PHASE,1
EARNINGS,1
LIKE,6
VALUATIONS,1
NEWS,2
MARKETS,8
PERFORMED,1
ORDERLY,2
WAY,4
INFRASTRUCTURE,1
SUPPORTS,1
HELD,2
PRETTY,3
TESTS,1
THERES,4
STRAINS,1
ALONG,2
BANKING,5
PERSPECTIVE,1
PROVIDE,5
LEND,2
SUPPORTING,2
MICHAEL,3
PRIOR,1
CORONAVIRUS,1
NUMBERS,3
FANTASTIC,3
DONT,5
EVEN,3
SEE,5
WEEK,1
AGO,3
TWO,1
DAYS,4
HITTING,1
PATCH,1
SOMETHING,5
RESPECT,1
GETTING,7
RID,3
QUICKLY,4
POSSIBLE,3
SAFELY,1
OUR,1
NUMBER,2
PRIORITY,1
COUNTRY,8
LIKELY,1
STATEMENT,3
LATER,3
TONIGHT,6
DECIDED,1
CHARLIE,1
SCHARF,1
THING,5
ADD,5
FIRST,6
REITERATE,1
THAT,2
INSTITUTIONS,6
THOUGHTFUL,2
CONSUMERS,4
COMPANIES,6
ENCOURAGING,1
ISSUES,3
MAKE,2
SURE,3
DEVELOPING,1
PROGRAMS,5
ENSURE,1
EMPLOYEES,4
SITUATION,1
SOURCE,1
WHETHER,2
FEES,3
PAYMENTS,1
IM,4
GLAD,2
YOURE,3
SAYING,2
BECAUSE,2
MAY,3
FRANKLY,1
YOUVE,6
USED,2
THREE,1
IT,2
COULD,3
