Word,Frequency
THE,10
PRESIDENT,17
THANK,7
MUCH,4
I,15
WOULD,10
LIKE,4
BEGIN,1
ANNOUNCING,2
IMPORTANT,4
DEVELOPMENTS,2
WAR,4
CHINESE,1
VIRUS,5
WELL,8
INVOKING,3
DEFENSE,4
PRODUCTION,3
ACT,5
CASE,2
NEED,5
IN,3
WORDS,2
THINK,6
KNOW,5
LOT,6
GOOD,2
THINGS,4
AND,25
COMPLETED,1
SIGNING,3
LITTLE,2
RIGHT,3
IM,6
FINISHED,1
CONFERENCE,6
ILL,5
ITS,5
PREPARED,3
GO,7
SO,11
LAST,3
WEEK,4
SIGNED,1
EMERGENCY,1
DECLARATION,1
STAFFORD,2
INVOKED,1
PREVIOUSLY,1
ACTIVATED,3
FEMAS,2
NATIONAL,2
RESPONSE,2
COORDINATION,2
CENTER,2
FEMA,10
FULLY,1
ENGAGED,1
HIGHEST,2
LEVELS,1
TODAY,14
EVERY,15
REGION,1
WE,8
LEVEL,8
ONE,5
WORK,4
WEVE,2
WORKING,8
IVE,2
DONE,4
THEYRE,10
INCREDIBLE,4
ALWAYS,4
HURRICANES,2
TORNADOES,1
TENNESSEE,2
LARGE,3
GROUP,4
HAVE,1
THAT,1
TRAGIC,1
EVENT,1
ALABAMA,1
YEAR,1
ALSO,7
TORNADO,1
OBVIOUSLY,1
NUMEROUS,1
DIFFERENT,2
LOCATIONS,1
CASES,2
DEVASTATING,1
CAME,1
THIS,2
KIND,1
COME,3
TREMENDOUS,2
PEOPLE,8
TALENT,1
WERE,6
SENDING,1
UPON,1
REQUEST,1
TWO,5
HOSPITAL,2
SHIPS,6
MASSIVE,1
BIG,2
WHITE,2
RED,2
CROSS,1
SIDES,1
CALLED,3
MERCY,1
COMFORT,2
TIP,1
TOP,3
SHAPE,1
THEY,6
SOON,1
GETTING,2
READY,1
NEW,2
YORK,1
SPOKE,2
GOVERNOR,1
CUOMO,1
HES,2
EXCITED,1
HAVENT,2
MADE,2
FINAL,1
DETERMINATION,1
GOING,13
WEST,1
COAST,1
LOCATED,1
SAN,1
DIEGO,1
PICKING,1
DESTINATION,1
FAIRLY,2
SHORTLY,1
LAUNCHED,1
NEXT,2
DEPENDING,1
EARLIER,1
FIRST,2
CLINICAL,1
TRIAL,1
VACCINE,3
CANDIDATE,1
BEGAN,1
WASHINGTON,1
STATE,5
PROBABLY,2
GENETIC,1
SEQUENCE,1
PUBLISHED,1
JANUARY,1
BUT,7
THANKS,2
UNPRECEDENTED,1
PARTNERSHIP,3
FDA,5
NIH,1
PRIVATE,2
SECTOR,1
REACHED,1
HUMAN,1
TRIALS,1
EIGHT,1
WEEKS,2
LATER,4
THATS,9
RECORD,1
MANY,2
MONTHS,2
IT,2
USED,1
TAKE,1
YEARS,2
SHORT,1
FASTEST,1
DEVELOPMENT,2
HISTORY,1
REGARD,3
MAKING,2
PROGRESS,2
ANNOUNCE,2
STEPS,1
EXPAND,2
TESTING,4
CAPACITY,3
SEVERAL,1
GROUPS,3
DETERMINE,1
SELF,6
SWAB,6
EASIER,2
PROCESS,3
CURRENT,2
NICE,1
TELL,3
BIT,1
DIFFICULT,2
IF,1
DETERMINING,1
INDIVIDUAL,1
EFFECTIVE,2
ACCURATE,1
SEE,3
POPULAR,1
ADMINISTERED,1
HEALTH,5
OFFICIAL,1
FACT,1
