Word,Frequency
THE,138
PRESIDENT,184
THANK,37
MUCH,37
A,9
LOT,33
THINGS,44
GOING,92
HILL,7
MEETINGS,1
AND,169
FINANCIAL,4
MEDICAL,15
SITUATION,5
THOUGH,6
MOVING,3
ALONG,5
NICELY,1
I,280
WANT,75
UPDATE,2
PROGRESS,5
WEVE,30
MADE,9
WEEK,15
EXTRAORDINARY,1
MOBILIZATION,1
WAR,2
VIRUS,7
GOVERNORS,15
MAYORS,1
BUSINESSES,20
CHARITIES,1
CITIZENS,5
WORKING,27
URGENCY,1
SPEED,1
TOWARD,1
ONE,44
COMMON,2
GOAL,1
SAVING,2
AMERICAN,40
LIVES,6
WERE,19
COMMUNICATION,1
FOREIGN,4
COUNTRIES,7
ITS,31
148,1
CAN,4
BELIEVE,5
HUNDRED,4
TALK,7
SPREAD,11
YOU,32
VIOLENT,1
FORTY,1
EIGHT,2
NOT,6
EVEN,14
BELIEVABLE,1
THIS,14
NATIONAL,12
ACTION,6
GREAT,35
SOLIDARITY,1
PEOPLE,85
GETTING,11
REPUBLICANS,3
DEMOCRATS,5
INDEPENDENTS,1
LIBERALS,1
CONSERVATIVES,1
ACTUALLY,14
NICE,3
THING,27
SEE,16
BEAUTIFUL,3
BIG,10
FAMILY,6
THATS,49
TAKING,7
PLACE,3
RIGHT,40
LAST,9
NIGHT,4
PROVED,1
MAJOR,3
DISASTER,3
DECLARATION,4
STATE,26
NEW,16
YORK,14
WORKED,10
CLOSELY,7
GOVERNOR,6
CUOMO,2
FIRST,14
TIME,32
NATIONS,4
HISTORY,7
USED,9
STAFFORD,2
ACT,11
DECLARE,1
RESPONSE,12
PUBLIC,12
HEALTH,21
CRISIS,4
NEVER,10
HAPPENED,4
IM,22
CONSIDERING,1
AREAS,6
MAY,19
GAVIN,2
NEWSOM,1
CALIFORNIA,9
OTHERS,3
DEPENDING,2
NEEDS,6
THEYRE,42
ASKING,8
UNPRECEDENTED,5
TREMENDOUS,13
FEDERAL,14
COUNTRY,48
GOVERNMENT,12
OBVIOUSLY,7
GOVERNMENTS,3
LOCAL,20
WE,57
HARD,10
EVERYBODY,13
STANDING,2
ALONGSIDE,2
TELL,13
ALSO,24
REACHED,1
AGREEMENTS,1
CANADA,2
MEXICO,3
TRAVEL,5
RULES,3
NORTHERN,1
SOUTHERN,1
BORDERS,1
HALT,1
ENTRY,1
CHINESE,2
CONTINUING,5
TRADE,3
COMMERCE,1
GOOD,21
TALKS,1
IVE,15
PRIME,2
MINISTER,3
TRUDEAU,1
TODAY,16
MORNING,13
LPEZ,1
OBRADOR,1
TALKED,5
JOINT,1
MEASURES,5
TAKEN,8
PREVENT,1
TEMPORARILY,1
SUSPEND,3
NONESSENTIAL,1
CONVERSATION,2
CLOSE,9
COOPERATION,1
KEEP,15
HEALTHY,3
SAFE,4
YESTERDAY,15
CALL,8
12,2
000,17
SMALL,8
REPRESENTATIVES,3
ENGINE,3
DONT,39
REALIZE,1
KNOW,64
READ,9
ONES,6
ADD,2
TOGETHER,18
REALLY,28
ECONOMIC,2
ASSURED,1
ADMINISTRATION,4
EVERYTHING,9
WITHIN,3
CONSIDERABLE,2
POWER,3
FRANKLY,4
SUPPORT,11
EMPLOYEES,1
NOBODY,9
EVER,13
DONE,21
LIKEWISE,1
CALLS,5
SORTS,1
SYSTEMS,4
LIKE,37
HOSPITAL,10
SYSTEM,15
SPOKE,7
MANY,43
THROUGHOUT,3
NURSES,4
DOCTORS,9
REPRESENTING,1
HUNDREDS,6
THOUSANDS,14
AIRLINES,1
CRUISE,3
SHIP,1
COMPANIES,14
BUSINESS,5
ROUNDTABLE,1
FULLY,3
ATTENDED,1
TOP,3
CEOS,1
BEYOND,3
BUSINESSMEN,3
WORLD,10
STYLED,1
THESE,4
CONTROL,4
BIGGEST,5
HITS,1
FORWARD,9
THEY,19
SOME,5
BADLY,1
AFFECTED,3
HAVENT,6
WELL,67
CONTINUE,13
WALMART,2
EXAMPLE,10
HELPFUL,4
US,30
DOUG,1
MCMILLON,1
HEAD,3
GUESS,6
ASSUME,1
PRETTY,9
CERTAINLY,3
BUYING,3
CLIP,1
CHRISTMAS,1
SUBSTANTIAL,1
NUMBERS,11
AMAZING,3
BUT,63
INCREDIBLY,1
PUT,13
EXTRA,2
STAFF,3
EMPTY,1
SHELVES,1
RESTAURANTS,2
FAST,4
FOOD,2
EXECUTIVES,1
GROCERY,1
STORES,1
RETAILERS,1
LITERALLY,9
GROUPS,2
G7,1
LEADERS,7
LENGTH,1
PROBABLY,7
ALMOST,3
CONFERENCE,1
INDIVIDUALLY,1
IMPORTANTLY,2
RELIGIOUS,6
VICE,33
NUMBER,22
COURSE,5
TWO,13
WEEKS,9
SIGNIFICANT,2
SIGNED,2
LEGISLATION,4
PROVIDING,6
WORKERS,12
PAID,4
SICK,5
LEAVE,5
COST,2
EMPLOYERS,1
FREE,1
TESTING,29
NEED,27
ADMIRAL,16
SPEAK,14
TONY,10
QUICKLY,4
PASS,3
ADDITIONAL,4
PROVIDE,3
MASSIVE,2
RELIEF,4
INDUSTRIES,1
GIVE,8
DIRECT,3
PAYMENTS,2
HARDWORKING,1
FAMILIES,3
THERES,18
ANYTHING,3
NEGOTIATING,3
MITCH,1
MCCONNELL,1
CHUCK,1
SCHUMER,1
KEVIN,1
MCCARTHY,1
NANCY,1
PELOSI,2
GET,47
SOLUTION,5
THINK,50
ANNOUNCED,4
MOVED,4
TAX,1
DAY,11
APRIL,4
15,14
JULY,2
DEAL,8
GIVING,3
INDIVIDUALS,4
FILE,1
PAY,2
WITHOUT,6
INTEREST,3
PENALTY,2
SO,51
DATE,3
WAY,25
BACK,23
ITLL,1
INSTEAD,1
TRADITIONAL,2
YOURE,24
PENALTIES,2
KIND,5
FILING,1
LATER,3
HUD,3
FORECLOSURES,2
EVICTIONS,3
SUSPENDED,4
SINGLE,8
HOMEOWNERS,1
FHA,2
INSURED,1
MORTGAGES,3
NEXT,7
60,4
DAYS,21
WHOS,4
BEN,4
CARSON,3
SAY,31
WORDS,2
MOMENT,10
DEPARTMENT,4
EDUCATION,3
ENFORCE,2
STANDARDIZED,2
ANOTHER,7
REQUIREMENTS,2
STUDENTS,5
ELEMENTARY,1
HIGH,4
SCHOOL,6
CURRENT,1
YEAR,4
FAIR,5
WAIVING,3
WOULD,33
IMAGINE,3
WAIVED,1
PARENTS,2
IT,18
DISCUSSING,2
FEDERALLY,2
HELD,1
STUDENT,4
LOANS,4
DIRECTED,1
BORROWERS,2
ALLOWED,1
LOAN,2
LEAST,1
TALKING,14
HELP,8
BURDEN,3
PERIOD,4
VARIOUS,7
ELEMENTS,3
IMPORTANT,6
SUBJECT,3
EXECUTIVE,1
ORDER,15
INVOKING,1
DEFENSE,2
PRODUCTION,4
POWERFUL,2
AUTHORITIES,6
STATES,31
CITIES,1
HOSPITALS,10
PROCURE,1
NEEDED,4
SUPPLIES,15
CLEAR,6
PRIVATE,5
SECTOR,3
WHATS,6
SIXTH,1
GEAR,1
RESPONDED,1
FULL,1
FORCE,11
HELPING,5
PRODUCE,2
SUPPLY,9
MASKS,46
SWABS,1
SANITIZERS,1
VENTILATORS,16
ELSE,6
MOVE,1
INCREDIBLE,23
HANES,3
KNOWS,1
COMPANY,4
CONSUMER,1
COTTON,1
PRODUCTS,2
RETROFITTING,1
MANUFACTURING,1
CAPABILITIES,2
LARGE,5
SECTIONS,1
PLANTS,1
PROCESS,4
DIRECTION,2
FDA,7
RAPID,1
STEPS,1
MAKE,29
ITEMS,1
AVAILABLE,14
USE,17
MOST,1
EXCITINGLY,1
POSSIBLY,2
SUCCESSFUL,5
THERAPEUTICS,3
MEDICINES,5
ALREADY,7
VACCINE,5
DISCUSS,3
LITTLE,10
BIT,8
SOMETHING,13
DR,25
STEPHEN,1
HAHN,1
HIGHLY,2
RESPECTED,2
CAME,2
MAN,1
HES,16
FANTASTIC,2
COUPLE,2
MONTHS,5
GOTTEN,2
THROWN,2
SWIM,1
MOUNTAINS,2
SAID,31
THEYVE,7
APPROVALS,1
MAYBE,6
WORK,16
FIND,8
SOON,6
WONT,1
TAKE,13
LONG,5
AN,1
PERNOD,2
RICARD,2
REPURPOSING,1
ALCOHOL,2
WENT,2
REPURPOSED,1
ARKANSAS,1
KENTUCKY,2
TEXAS,1
WEST,1
VIRGINIA,1
HAND,3
SANITIZER,2
DIFFERENCE,4
UNBELIEVABLE,1
THEIR,1
DELIVERY,3
TUESDAY,1
GO,28
START,4
AROUND,13
MAKING,15
AMOUNT,3
LEVEL,9
ACTIVATED,2
COORDINATION,9
CENTER,7
1,4
HIGHEST,2
NERVE,1
COORDINATING,1
OUR,2
RELATIONSHIP,3
NUMEROUS,2
RELATIONSHIPS,1
LOVING,2
FEMA,24
ADMINISTRATOR,10
PETE,4
GAYNOR,11
