Word,Frequency
THE,171
PRESIDENT,230
OKAY,22
THANK,53
MUCH,20
GOOD,26
WERE,40
CRITICAL,11
PHASE,6
WAR,3
CORONAVIRUS,20
ITS,31
VITAL,4
EVERY,40
AMERICAN,34
FOLLOWS,1
GUIDELINES,20
30,11
DAYS,31
SLOW,5
SPREAD,6
SACRIFICES,1
MAKE,86
NEXT,18
FOUR,10
WEEKS,21
COUNTLESS,1
LIVES,5
SAVED,1
GOING,119
SAVE,4
LOT,64
AND,313
CONTROL,1
FATE,1
MAINTAINING,1
SOCIAL,14
DISTANCE,1
PRACTICING,1
VIGOROUS,2
HYGIENE,1
STAYING,1
HOME,10
EFFECTIVE,1
WAYS,8
WIN,3
ESCAPE,1
DANGER,1
WHILE,1
YOURE,45
FIGHTING,2
BATTLE,1
WORKING,44
BEST,11
SCIENTISTS,1
DOCTORS,5
RESEARCHERS,1
ANYWHERE,2
WORLD,22
RACING,2
DEVELOP,2
NEW,55
PROTECT,13
VIRUS,14
WELL,83
THERAPIES,1
TREATMENTS,1
ULTIMATELY,2
VACCINE,3
MAKING,22
PROGRESS,6
I,417
THINK,87
MEDICALLY,2
AT,7
TIME,39
ALSO,51
GET,85
RELIEF,4
WORKERS,23
SMALL,34
BUSINESSES,27
KNOW,95
WANT,87
REMIND,3
BUSINESS,29
OWNERS,6
ACROSS,10
AMERICA,11
PAYCHECK,6
PROTECTION,9
PROGRAM,18
LAUNCHING,1
TOMORROW,20
NEARLY,1
350,1
BILLION,5
LOANS,11
AVAILABLE,9
INCLUDING,5
SOLE,2
PROPRIETORS,1
THESE,4
100,12
PERCENT,32
FORGIVABLE,1
LONG,14
EMPLOYERS,1
KEEP,14
PAYING,2
GOT,25
TAKE,26
CARE,8
FURTHERMORE,1
SECURITY,11
BENEFICIARIES,1
TYPICALLY,1
REQUIRED,1
FILE,4
TAX,4
RETURN,2
DONT,83
ONE,68
ORDER,23
RECEIVE,3
DIRECT,14
CASH,6
PAYMENTS,6
SOON,7
DISTRIBUTED,7
CITIZENS,3
TREASURY,8
DEPOSIT,10
MONEY,34
DIRECTLY,7
BANK,5
ACCOUNTS,3
FORGET,3
ALWAYS,8
MEDICARE,3
MEDICAID,3
PROTECTING,5
ID,8
LIKE,51
INVITE,1
SBA,19
ADMINISTRATOR,8
JOVITA,10
CARRANZA,4
WHOS,5
FANTASTIC,7
JOB,28
SHES,2
BUSY,2
LITTLE,21
SECRETARY,49
STEVE,5
MNUCHIN,32
SAY,51
WORDS,5
INITIATIVES,1
ATTACK,1
PLEASE,22
MIGHT,18
MR,60
VICE,33
IVANKA,1
TRUMP,6
CLOSELY,9
EFFORT,7
BACKBONE,1
ECONOMY,11
PUT,20
NATIONS,5
MILLION,30
FRONT,3
CENTER,7
RESPONSE,3
HARD,22
QUICKLY,24
THIS,27
UNPRECEDENTED,5
ADMINISTRATION,7
SUPPORT,13
CHALLENGES,1
PROCESS,15
TANDEM,1
ENSURE,7
FEEDBACK,4
PARTNERS,3
HEARD,22
IMPLEMENTED,1
PRIVATE,9
PUBLIC,17
SECTOR,6
MUST,1
WORK,29
TOGETHER,18
COUNTRY,40
FIRST,25
BELIEVES,1
WHOLEHEARTEDLY,1
PART,10
ECONOMIC,6
FABRIC,3
VIABILITY,1
WELLBEING,2
EMPLOYEES,10
AROUND,18
CLOCK,4
ENSURING,6
PRIORITIZING,2
EMERGENCY,1
CAPITAL,3
SUFFERING,1
HARM,1
RESULT,2
SITUATION,4
HELP,35
STABILIZE,1
PROVIDING,10
FINANCIAL,7
RESOURCES,11
NEED,74
EMPLOYED,1
DAY,26
OPERATING,1
EXPENSES,3
TODAY,42
BENEFIT,2
SIMPLY,4
PAYROLL,3
OPEN,4
FORGIVE,1
PORTION,2
LOAN,7
USED,11
TOWARD,1
RETENTION,2
CERTAIN,12
WE,90
LENDERS,8
GO,62
LOCAL,10
ADDITION,5
SUBSTANTIAL,1
CONTINUE,6
ADVANCES,1
DISASTER,3
FORGIVING,1
EXISTING,2
SIX,8
MONTHS,11
ADDITIONAL,5
DETAILS,3
CRITICALLY,1
IMPORTANT,15
PROGRAMS,1
FOUND,3
GOV,7
UPDATING,3
REGULARLY,1
OUR,4
HEARTS,3
AFFECTED,3
TERRIBLE,4
COMMUNITIES,8
STEPPING,1
PHONE,9
CALL,27
EMAIL,1
APPLICATION,2
SUBMITTED,1
OWNER,2
SIDE,1
OBJECTIVE,1
ALLOW,4
ONBOARD,2
VIABLE,1
DISRUPTION,1
REITERATE,1
IMPORTANCE,1
PATIENCE,1
ABLE,20
ACCESS,4
NEEDED,7
CREDIT,5
WEVE,65
DONE,39
FEDERAL,24
EXPANDING,3
CAPACITY,3
SYSTEMS,4
ROBUST,1
POSSIBLE,5
MEET,6
NEEDS,14
VERY,5
YOUVE,8
MADE,21
CLEAR,17
US,36
EXECUTE,1
THATS,79
COMMITTED,3
RUNNING,15
SAYS,7
PEOPLE,140
LITERALLY,11
TEAMS,2
4,12
OCLOCK,5
MORNING,8
START,11
COMMUNITY,10
BANKS,5
REGIONAL,1
SPENT,2
LAST,14
24,3
HOURS,10
SYSTEM,15
EVEN,19
EASIER,2
SO,150
ENCOURAGE,6
500,5
FEWER,4
CONTACT,2
ANY,1
FDIC,1
INSTITUTION,1
UNION,1
FINTECH,1
YOU,52
YOULL,12
USE,20
PAY,7
BRING,6
BACK,21
IF,19
LET,41
EIGHT,2
PLUS,1
OVERHEAD,1
IM,51
PLEASED,6
ANNOUNCE,4
RAISE,2
INTEREST,3
RATE,7
PAID,2
BORROWER,1
DOESNT,10
1,10
ANNOUNCED,4
50,8
BASIS,7
POINTS,6
SMALLER,1
COSTS,1
THOUGH,6
GOVERNMENT,32
BORROWING,2
THREE,19
AVERAGE,3
90,2
TO,6
ATTRACTIVE,2
AGREED,3
AGAIN,8
EVERYBODY,20
REPORT,6
IMPACT,2
PREVIOUSLY,1
SAID,61
WOULD,65
WITHIN,12
TWO,22
TAXPAYERS,3
ACCOUNT,2
NIGHT,6
AUTHORIZED,2
ANYBODY,4
RECIPIENTS,1
WONT,5
INFORMATION,14
PUTTING,7
WEB,4
PORTAL,2
IT,23
LARGE,4
PRIORITY,4
HANDS,9
RESERVE,2
DESIGNING,2
FACILITY,7
MAIN,2
STREET,3
LENDING,3
LOOKING,15
FACILITIES,9
STATE,36
GOVERNMENTS,3
EMPLOYEE,1
10,15
000,29
WAGES,1
5,10
PER,4
PERSON,8
FOR,8
EVERYONE,12
KEPT,3
SOMEONE,4
IMMEDIATELY,5
DEDUCT,1
OWE,2
IRS,4
REFUNDABLE,1
TAKING,6
APPLICATIONS,5
AIRLINES,13
CARGO,4
COMPANIES,20
NATIONAL,10
QUESTIONS,4
Q,135
CHASE,1
SENT,6
LETTER,2
CLIENTS,1
SAYING,19
NECESSARY,2
GUIDANCE,9
DEPARTMENT,6
ACCEPT,3
STARTING,5
CLEARLY,2
ENORMOUS,1
BUT,89
LEAST,2
MAJOR,3
THEYRE,80
FULLY,4
EMPOWERED,1
YET,3
CUSTOMERS,1
SPOKE,14
CEOS,1
YESTERDAY,8
CONFERENCE,4
INPUT,1
AS,8
BELIEVE,10
REGISTER,1
IVE,17
ASSURED,2
NOW,20
BIT,10
TOSBA,1
COM,2
SEE,52
JUST,5
FOLLOW,10
A,16
NUMBER,22
THERES,24
TREMENDOUS,4
POWER,3
STRUGGLE,2
FORMS,3
TELL,15
ACTUALLY,14
OPTING,1
CANT,12
ENOUGH,7
SERVICE,2
SURE,64
SURVIVE,1
RIGHT,53
ASSURE,4
TREASURER,1
THERE,13
NO,20
TEAM,7
WORKED,3
STARTED,7
7,4
FORM,1
SIMPLER,1
FIVE,13
TOLD,13
BANKERS,2
TRADERS,1
BRANCHES,1
THERELL,5
NEVER,17
ANOTHER,12
OPPORTUNITY,2
EARN,1
GUARANTEED,1
CHECKS,10
CAN,10
GIVE,19
SOLID,1
HEARING,3
THINGS,31
COMMITTING,1
DELIVERING,1
COMMITMENTS,1
OVERSEE,2
PEOPLES,1
QUESTION,22
FOLKS,5
SOUNDS,1
PRETTY,5
STAFF,3
MEMO,2
RELEASED,2
HOUSE,13
MEANS,8
COMMITTEE,6
COULD,25
SIC,1
THAT,16
TAKES,6
MID,2
AUGUST,1
IS,11
OR,5
SORRY,1
OBAMA,2
TOOK,12
ASSURING,1
THEY,42
WHAT,15
SIMPLE,3
UPLOAD,1
SEND,10
MAIL,3
HOW,11
MANY,36
WEEK,9
IN,18
ENVIRONMENT,1
GUESS,8
ANECDOTAL,1
REPORTS,2
TRYING,22
ONLINE,1
SITE,2
SUBMIT,1
WEBSITE,4
CRASHING,1
WEBINARS,1
OFFLINE,1
GUYS,3
READY,8
BROUGHT,3
EXTERNAL,1
SIMPLIFY,1
MEAN,34
SIGN,3
SEPARATE,3
SUBJECT,2
TOUCH,4
LEADER,3
MCCONNELL,2
SPEAKER,6
PELOSI,3
DIFFERENCES,1
STIMULUS,1
PACKAGE,1
SPOKEN,3
CONSTANTLY,3
WHEN,8
THINKS,1
STAGE,1
TALKED,10
ISSUE,11
INFRASTRUCTURE,3
SINCE,4
CAMPAIGN,1
BIG,21
RUN,4
AWAY,3
CONGRESS,4
