Word,Frequency
THE,170
PRESIDENT,202
THANK,37
MUCH,34
I,294
GOOD,28
TELEPHONE,1
CONVERSATION,5
EXTREMELY,4
SENATOR,13
SCHUMER,7
LITTLE,5
AGO,8
WERE,60
WORKING,50
VARIOUS,2
ELEMENTS,2
DEAL,3
DEMOCRATS,4
WANTING,2
SOMETHING,21
HAPPEN,14
REPUBLICANS,3
LIKEWISE,3
AND,154
THINK,67
SPOKE,6
LENGTH,1
MITCH,2
MCCONNELL,1
THERES,15
TREMENDOUS,9
SPIRIT,2
GET,73
DONE,18
WELL,92
SEE,40
HAPPENS,8
BUT,71
JOINING,1
US,34
ID,9
LIKE,50
BEGIN,1
PROVIDING,3
UPDATE,3
MINIMIZE,1
IMPACT,2
CHINESE,6
VIRUS,27
NATIONS,5
STUDENTS,5
WITH,2
MANY,24
SCHOOLS,3
CLOSED,1
DUE,1
DEPARTMENT,23
EDUCATION,1
ENFORCE,1
STANDARDIZED,2
TESTING,18
REQUIREMENTS,1
IMPORTANTLY,1
ELEMENTARY,1
HIGH,3
SCHOOL,2
CURRENT,1
YEAR,1
THEYVE,11
LOT,39
GOING,80
BACK,72
FORTH,2
OPEN,7
ITS,35
KNOW,98
ENFORCING,1
LET,25
PEOPLE,119
PROBABLY,9
HAPPY,6
ONES,5
WORK,40
HARD,7
MAYBE,15
ONE,45
THINGS,43
UNFORTUNATE,3
CIRCUMSTANCE,1
WEVE,46
ALSO,34
TEMPORARILY,2
WAIVED,2
INTEREST,6
FEDERALLY,3
HELD,5
STUDENT,4
LOANS,4
THEYLL,5
HEAR,5
IVE,13
INSTRUCTED,1
TAKE,21
ACTION,7
IMMEDIATELY,6
TODAY,11
SECRETARY,88
DEVOS,1
DIRECTED,5
FEDERAL,12
LENDERS,2
ALLOW,2
BORROWERS,2
SUSPEND,4
LOAN,1
PAYMENTS,2
WITHOUT,7
PENALTY,1
LEAST,2
NEXT,5
60,2
DAYS,12
NEED,39
EXTEND,1
PERIOD,4
TIME,27
CONTACT,3
GIVEN,6
STRONG,8
INSTRUCTIONS,1
SO,76
THATS,50
BIG,20
THING,14
MAKE,31
COME,13
NEWS,7
DIFFERENT,10
THIS,21
MORNING,5
TREASURY,1
ANNOUNCED,3
MOVING,5
TAX,2
DAY,19
APRIL,2
15,10
JULY,4
15TH,3
ABLE,15
HOPEFULLY,4
GETTING,18
LIVES,6
FAMILIES,2
BUSINESSES,12
EXTRA,1
FILE,3
PENALTIES,3
RID,4
HOWEVER,1
REFUNDS,1
CREDITS,1
WOULD,42
CLAIM,1
MAY,19
STILL,5
IN,14
WORDS,1
EARLY,6
OWED,1
MONEY,9
IRS,1
OTHER,2
WAY,29
YOUR,2
NEW,39
DATE,3
TEAM,17
PROVIDE,3
CONTINUING,1
EFFORT,3
PREVENT,5
TRANSMISSION,7
ACROSS,13
AMERICAS,1
BORDERS,9
WATCHED,1
WHATS,6
HAPPENING,10
CALIFORNIA,8
GOVERNOR,22
NEWSOM,3
CUOMO,7
APPLAUD,2
THEYRE,41
TAKING,16
BOLD,2
STEPS,4
TOGETHER,17
CLOSELY,8
INCLUDING,7
TWO,23
GOVERNORS,17
SAY,49
BASED,2
CALL,21
MEDIA,4
RESPECT,6
VIRTUALLY,1
EVERY,38
ALMOST,5
COULD,25
LEVEL,11
ESPRIT,1
DE,3
CORPS,6
EXTRAORDINARY,5
THERE,11
NOBODY,5
ANGRY,1
UPSET,2
HELP,16
WE,65
WANT,58
WOULDNT,4
RELATIONSHIP,5
STATES,37
ESPECIALLY,2
CIRCUMSTANCES,2
CAME,6
UPON,1
CANADA,12
MEXICO,28
SPREAD,14
NORTH,5
AMERICA,10
YOU,23
HEARD,8
YESTERDAY,17
STATE,30
POMPEO,42
MAKING,18
STATEMENT,4
BORDER,32
CHAD,6
WOLF,12
JOINT,2
COMPREHENSIVE,1
COLLABORATION,1
NEIGHBORS,2
MEASURE,1
MEASURES,9
PUTTING,7
PLACE,9
PROTECT,9
HEALTH,22
THREE,8
REDUCE,4
INCENTIVE,1
MASS,2
GLOBAL,5
MIGRATION,1
BADLY,2
DEPLETE,1
HEALTHCARE,18
RESOURCES,5
NEEDED,3
NEVER,7
BETTER,13
TOWARD,1
GOAL,1
